	corr to exoU	gene name	label
PA14_53810	-0.0029856111948029307		core
PA14_53800	-0.06585460567976016	mntH2	core
PA14_53790	-0.093473946489464		core
PA14_53780	-0.07998178521978414		core
PA14_53770	-0.05224507190997812		core
PA14_53750	-0.08373447728921224		core
PA14_53740	-0.13713625746560185		core
PA14_53730	0.01863343227384387		core
PA14_53720	-0.0762776491510579		core
PA14_53700	-0.04776055230212002		core
PA14_53690	-0.02477434915588143		core
PA14_53680	-0.05640590803508624		acc
PA14_53670	0.0396725941371984		core
PA14_53660	0.1470689077929315		core
PA14_53650	0.06555466609978879		core
PA14_53640	0.10532018665328363		core
PA14_53630	-0.010293860936323954		core
PA14_53620	-0.043794746158971457		core
PA14_53610	-0.06423459112316178		acc
PA14_53600	-0.0413638925504703		acc
PA14_53590	0.004522207530138322		acc
PA14_53580	0.0008600674153615304		acc
PA14_53570	0.04098304907972818		acc
PA14_53560	-0.029300882842480218		core
PA14_53550	-0.096564135256151		core
PA14_53540	-0.040908283086551187		core
PA14_53530	0.017975012434282414		core
PA14_53520	-0.10897688882073653	oruR	core
PA14_53510	0.08735008795888767		core
PA14_53500	0.004226673912205784		core
PA14_53490	-0.02581026479489412		core
PA14_53480	0.012071435087955313	pta	core
PA14_53470	0.12172868440236966		core
PA14_53450	0.04153266180455383		acc
PA14_53430	-0.024920736527773883	slyD	core
PA14_53420	0.04190911062400976		core
PA14_53410	-0.059589223590454564		core
PA14_53400	-0.01697717288048951		core
PA14_53390	-0.0018653758979328406		core
PA14_53380	-0.030462678301278107		core
PA14_53370	-0.04208032656890299	plcR	core
PA14_53360	-0.04243944617199656	plcH	core
PA14_53340	-0.008915325875574595		core
PA14_53330	-0.061878220117263474		core
PA14_53310	-0.01901876995713803		core
PA14_53300	0.04082391587143069		core
PA14_53290	-0.02198266967480508	trxB2	core
PA14_53270	0.06267119353633316		core
PA14_53260	0.018521996658943884		core
PA14_53250	-0.011753834804781024	cpbD	core
PA14_53230	0.006916457472837067		core
PA14_53220	0.006859813208976788	fumC2	core
PA14_53210	-0.0939460594749446		core
PA14_53200	-0.015977811500557382		core
PA14_53190	-0.0270464801898026	bolA	core
PA14_53180	-0.0825339847424984		core
PA14_53160	-0.14259604179906812		core
PA14_53150	-0.1353065035708931		core
PA14_53140	-0.02185588859707728		core
PA14_53120	0.11597032837774983		core
PA14_53110	0.05553131085397317		core
PA14_53100	-0.026588155243275		acc
PA14_53090	-0.08499437737874165		core
PA14_53070	0.06170491376764565	hpd	core
PA14_53050	0.0656760810593071	aroP2	core
PA14_53040	0.0661084558595903		core
PA14_53030	-0.04416458315158793		core
PA14_53020	0.07636233809802415	pbpG	core
PA14_53010	-0.05379752366100677	phhC	core
PA14_53000	0.03970517822686661	phhB	core
PA14_52990	0.13659353491257364	phhA	core
PA14_52980	-0.12498493647133198	phhR	core
PA14_52960	0.0753192696266991		core
PA14_52940	0.006138855135224114		core
PA14_52930	0.005212326129118766		core
PA14_52920	0.1039069869333055		core
PA14_52910	-0.021495398661739426		core
PA14_52900	-0.01447236178086729		core
PA14_52890	-0.03145969091465104		core
PA14_52880	-0.07659443924295496		core
PA14_52870	-0.0483102731679366		core
PA14_52850	-0.052965186954854984		core
PA14_52840	-0.024482349720702512		core
PA14_52820	-0.055004604154608186		core
PA14_52810	-0.013903750246449673		core
PA14_52800	0.13376944823796785	acsA	core
PA14_52790	-0.06485253991223768	aotJ	core
PA14_52780	-0.09179997095145896	aotQ	core
PA14_52770	-0.08313003165919265	aotM	core
PA14_52760	-0.11022919868910287		core
PA14_52750	-0.07355865054716565	aotP	core
PA14_52740	-0.0867366129431394	argR	core
PA14_52730	0.09210037830245492		core
PA14_52720	-0.02100531643592566	argD	core
PA14_52700	-0.035895740524910215	aruF	core
PA14_52690	-0.03740808087261768	aruG	core
PA14_52670	-0.05258062153591743	astD	core
PA14_52660	-0.02124292402807458	aruB	core
PA14_52640	0.05314458957439249		core
PA14_52630	-0.0017613955649619566	aruE	core
PA14_52610	-0.13096036771788994		core
PA14_52600	-0.02616167022827255	alaS	core
PA14_52580	0.095072245777039	lysC	core
PA14_52570	-0.06472903354572483	rsmA	core
PA14_52530	-0.0671101445247554		core
PA14_52520	-0.03985057264323261		core
PA14_52510	-0.08837757628209306		core
PA14_52500	-0.08120523297251861		core
PA14_52490	-0.051581501964426964		core
PA14_52480	-0.062575667528608		core
PA14_52460	-0.09580466662279652	mgtE	core
PA14_52440	-0.11001355928493424		core
PA14_52430	-0.0982864572164746		core
PA14_52420	-0.07619374944080011	rimO	core
PA14_52400	-0.05173755267215762	kup	core
PA14_52380	0.03808174033792218		core
PA14_52370	-0.08341824456043613		core
PA14_52350	-0.07882776223377125		core
PA14_52340	0.17067711644856162		core
PA14_52330	-0.04706222827510676		core
PA14_52310	-0.1113772295627148	dinP	core
PA14_52300	-0.062279154615179286		core
PA14_52290	0.059748735949863664		core
PA14_52280	0.02700432259699714		core
PA14_52270	0.08008061722772664	ldhA	core
PA14_52260	0.03945942711583289		core
PA14_52250	-0.02054372453650749		core
PA14_52240	-0.06859321510822221		core
PA14_52230	0.042852476080683634		core
PA14_52210	-0.035415636145403044	cysM	core
PA14_52190	-0.12506530265443316	rumA	core
PA14_52180	0.02846815126047793	relA	core
PA14_52160	0.0388516685922567	mazG	core
PA14_52150	0.024217090490872104	lpxO2	core
PA14_52140	0.05047198824491458		core
PA14_52130	-0.039878246046534206		core
PA14_52120	0.02324434207021874		acc
PA14_52110	0.007634457640001004		core
PA14_52090	0.17648009741471524		core
PA14_52080	0.11712571189196085		core
PA14_52070	0.019422361116632026		core
PA14_52060	-0.014800108462940453		core
PA14_52050	-0.07778518204732934	purN	core
PA14_52040	-0.06846185048729345	purM	core
PA14_52020	-0.0015761355968187366		core
PA14_52010	-0.06472734157021437		core
PA14_52000	-0.043778569767828235		core
PA14_51990	-0.014329867967421285	wrbA	core
PA14_51980	0.0838725472861287		core
PA14_51960	-0.012415921766451062		core
PA14_51950	0.1438978529896433		acc
PA14_51940	0.27080261357853624		core
PA14_51930	0.08058779258880346		core
PA14_51920	0.17748173698668038		core
PA14_51910	-0.01648821862517564		core
PA14_51900	-0.0224089235433634	proS	core
PA14_51890	0.04138668976115869		core
PA14_51880	0.1571652449997596	oprD	core
PA14_51860	0.07677287221051192		core
PA14_51850	0.01685450279494877		core
PA14_51840	-0.06677846297997768		core
PA14_51830	0.2456609188951593		core
PA14_51820	-0.05952721923652508	aspS	core
PA14_51810	-0.007308734211891599		core
PA14_51800	-0.07575636206314874	ruvC	core
PA14_51790	-0.03308974161603793	ruvA	core
PA14_51780	-0.07713686680628043	ruvB	core
PA14_51770	-0.09342067339768433		core
PA14_51750	-0.018032481734626533	tolQ	core
PA14_51740	-0.034679576046561494	tolR	core
PA14_51730	-0.06318583413933312	tolA	core
PA14_51720	-0.030256938740892438	tolB	core
PA14_51710	0.04898447044699238	oprL	core
PA14_51690	0.03390078745237728		core
PA14_51680	-0.09826402468167847		core
PA14_51670	-0.007013086981446325		core
PA14_51650	-0.04427480145536572		acc
PA14_51640	-0.015624514022888891		acc
PA14_51630	-0.03680722008101135		core
PA14_51620	-0.02401158163126185		core
PA14_51610	-0.028365936907829587		core
PA14_51600	-0.0224522565468826		core
PA14_51590	0.013460160911041132		acc
PA14_51580	-0.03584349574058038		acc
PA14_51570	-0.007804444112006522		acc
PA14_51560	-0.0040659610663519715		acc
PA14_51550	0.02578091385040069		acc
PA14_51540	0.05489609806854937		acc
PA14_51530	1.0	exoU	acc-module
PA14_51520	0.9271037732388848	spcU	acc-module
PA14_51510	0.4545346120395813		core
PA14_51500	0.1965616324628468		core
PA14_51490	0.00506129751586314		core
PA14_51480	0.010942983273200552		core
PA14_51470	-0.014317483239354566	cupC1	core
PA14_51460	-0.057315096315171274	cupC2	core
PA14_51450	-0.009415079271940956	cupC3	core
PA14_51440	0.06554827683788775	ogt	core
PA14_51430	-0.07603526747149147	pqsA	core
PA14_51420	-0.030804496733745437	pqsB	core
PA14_51410	-0.024041517690816284	pqsC	core
PA14_51390	-0.03733605848369621	pqsD	core
PA14_51380	-0.07366149221766115	pqsE	core
PA14_51360	-0.07656852364998007	phnA	core
PA14_51350	-0.042408209247619816	phnB	core
PA14_51340	-0.018543931653270448	mvfR	core
PA14_51330	-0.09949704136493916	nadA	core
PA14_51320	0.030807568709031605		core
PA14_51310	-0.011171958142270988		core
PA14_51300	-0.05230466244028161		core
PA14_51290	0.06041993963137302	bcp	core
PA14_51280	0.046160897221210036		core
PA14_51270	-0.036949435541700486	dapA	core
PA14_51260	-0.01867091894437592		core
PA14_51250	-0.05621118915111418		core
PA14_51240	0.11594462375692455	purC	core
PA14_51220	-0.09070914938105946		core
PA14_51200	-0.03997260628127934		acc
PA14_51190	-0.04047822819728005		core
PA14_51170	-0.06626439790225082	pauA	core
PA14_51160	-0.05676883957460194		core
PA14_51150	-0.05691856227244973	mucK	core
PA14_51120	-0.06238855129185215		core
PA14_51110	-0.06719277754375197		core
PA14_51100	-0.04167690191315965		core
PA14_51090	-0.014213151792264268		core
PA14_51080	-0.0641813776125969		core
PA14_51070	-0.06643357189500816		core
PA14_51060	-0.08091626330614142		core
PA14_51050	0.0022184446674725538		core
PA14_51040	-0.025408438532147384		core
PA14_51020	0.02164182043523288		core
PA14_51010	0.005720019513662558		core
PA14_51000	-0.1275728585498018		core
PA14_50980	-0.056848035356627136	pac	core
PA14_50970	0.2541294875188778		core
PA14_50950	0.1548372309663723		core
PA14_50940	0.018985489619496858		core
PA14_50930	-0.039614544564381605		core
PA14_50920	0.06218339380858946		core
PA14_50910	0.015428322939241287		core
PA14_50900	-0.0004864225786073797		core
PA14_50890	0.09705972693122676		core
PA14_50880	0.11133181615864657		core
PA14_50870	0.017879804786755618		core
PA14_50860	-0.029118013595981325		core
PA14_50850	0.08403177378581092		core
PA14_50840	-0.10642665837896333	dinG	core
PA14_50830	-0.114239008088897		core
PA14_50820	-0.07765823337832302		core
PA14_50810	-0.03742064873374722		core
PA14_50800	0.11483024559084642	pdxH	core
PA14_50790	-0.04858969728211784		core
PA14_50770	0.006048243564042943		core
PA14_50760	-0.07310832864006478		core
PA14_50750	0.0595002918352268		acc
PA14_50740	0.14515485579323234		core
PA14_50730	-0.03246342682668374	shaF	core
PA14_50720	0.05868749758673013	shaE	core
PA14_50710	-0.05010671564220536	shaD	core
PA14_50700	0.0537542761168223	shaC	core
PA14_50690	0.02970473308696059	shaB	core
PA14_50680	0.14492107618842634	shaA	core
PA14_50670	-0.06811513880885862		core
PA14_50660	-0.07211570944303021		core
PA14_50650	-0.0647138673433965		core
PA14_50640	0.015343164096521197		core
PA14_50630	0.16128374529105494		core
PA14_50620	0.009456884787907778		core
PA14_50610	0.15335903162246792		core
PA14_50600	0.024953284852817063		core
PA14_50590	-0.10845013371701437		core
PA14_50570	-0.009166336438486055		core
PA14_50560	-0.004000348777287914	braG	core
PA14_50550	0.04376907319643738	livG	core
PA14_50540	0.0035575630543065095	livM	core
PA14_50530	0.0313163894288183	braD	core
PA14_50520	0.18968053852791256	braC	core
PA14_50510	0.0065321698772155224		core
PA14_50500	0.26006135762120497		core
PA14_50480	-0.01726348564210826	flgB	core
PA14_50470	-0.008401738673648206	flgC	core
PA14_50460	0.04930466837910575	flgD	core
PA14_50450	0.12541580821093254	flgE	core
PA14_50440	-0.02908120186615775	flgF	core
PA14_50430	0.012842593143467777	flgG	core
PA14_50420	-0.017270396813081925	flgH	core
PA14_50410	0.0002801905237090352	flgI	core
PA14_50380	0.006403186801817807	flgJ	core
PA14_50360	0.1172624841171913	flgK	core
PA14_50340	0.02555477310506939	flgL	core
PA14_50330	-0.020503705189909373		core
PA14_50320	-0.02806490577999051		core
PA14_50310	-0.007605883681031007		core
PA14_50300	-0.03538949242554342		core
PA14_50290	0.05624942984029343	fliC	core
PA14_50280	0.002031296298681397		core
PA14_50270	0.09382447600726186	fliD	core
PA14_50250	-0.019429370991720776	fliS	core
PA14_50240	0.0029588686497925122		core
PA14_50220	-0.024490781916870832	fleQ	core
PA14_50200	-0.004935251695459539	fleS	core
PA14_50180	-0.012848238213571126	fleR	core
PA14_50160	-0.020977599157246733	fliE	core
PA14_50140	-0.06353419265135228	fliF	core
PA14_50130	-0.00949614691352547	fliG	core
PA14_50110	-0.018516721707058485	fliH	core
PA14_50100	-0.12496102496209452	fliI	core
PA14_50080	-0.060160224999073565	fliJ	core
PA14_50070	-0.014089045084842097		core
PA14_50060	-0.010502762603719207		core
PA14_50050	-0.0876712584104879		core
PA14_50040	-0.12380110613411865		core
PA14_50030	-0.05763883491784121		core
PA14_50020	-0.03493341379761816		core
PA14_50010	0.000493487690550441		core
PA14_50000	0.02982212588035645		acc
PA14_49990	0.03833771722875447		acc
PA14_49970	-0.023359884573103357		core
PA14_49960	-0.033032668513491896		core
PA14_49940	0.0038375558109510492		core
PA14_49930	-0.09003318000321149		core
PA14_49920	0.05913032039856456		core
PA14_49910	0.028499692496990157		core
PA14_49900	0.08781122522557176		core
PA14_49890	-0.048949491586741514	tpbB	core
PA14_49880	-0.049272065967769285		core
PA14_49870	0.12018631921796367		core
PA14_49860	-0.005053148905741461		acc
PA14_49850	0.003266616027127015		core
PA14_49840	0.1444181577313757	dgt	core
PA14_49820	-0.11834265964766433		core
PA14_49810	-0.05768610772791492		core
PA14_49800	-0.052810828441427454		core
PA14_49790	-0.058024309993233936		core
PA14_49780	-0.04624117033949892		core
PA14_49760	-0.03286081835706908	rhlC	core
PA14_49750	-0.07161787232739057		core
PA14_49740	0.019354999851422854		core
PA14_49730	0.0842234943376165		core
PA14_49720	0.05690988424095687		core
PA14_49710	0.13916349737260955		core
PA14_49700	-0.03849149332658975		core
PA14_49690	-0.10386434461650426		core
PA14_49680	-0.02805854835894977		core
PA14_49660	-0.05093893133171596		core
PA14_49650	0.02551562257021114		core
PA14_49640	-0.1499808873582132		core
PA14_49630	-0.01551139371127755		core
PA14_49620	-0.09204023301290427		core
PA14_49610	-0.07446208531596755		core
PA14_49590	-0.1352709214754952		core
PA14_49580	-0.06751686722702945		core
PA14_49570	-0.07821273460979525		core
PA14_49560	0.14636262353259566	toxA	core
PA14_49540	0.19193512981195954		acc
PA14_49530	0.18084021602136535		core
PA14_49520	0.03280878485407772	pyoS3A	acc
PA14_49510	0.023873887719733696	pyoS3I	acc
PA14_49500	0.012605488295802677		core
PA14_49480	-0.07409283098995266		acc
PA14_49470	-0.04997785177199216	nrdB	core
PA14_49460	-0.044905752819980285	nrdA	core
PA14_49440	-0.11431356577026945		core
PA14_49420	-0.09431072872797716		core
PA14_49410	-0.05836716050979183		core
PA14_49400	-0.02747678520250776		core
PA14_49390	-0.09368739979177314	rrmA	core
PA14_49380	-0.0437910866319803	dapE	core
PA14_49360	-0.02323163737678377		core
PA14_49350	-0.1143255446768828		core
PA14_49340	-0.11821140187912735	pcpS	core
PA14_49330	-0.0043216325146016475		core
PA14_49320	-0.050708695742037166		core
PA14_49310	0.07666407757091684		core
PA14_49300	0.15509747862097814		core
PA14_49290	-0.016870790490990138		core
PA14_49280	0.05229821912471937		core
PA14_49270	0.060455523476567824	napc	core
PA14_49260	0.02640079040825416	napB	core
PA14_49250	0.05209185712235876	napA	core
PA14_49230	0.0339416044400423	napD	core
PA14_49220	-0.0383032534952734	napF	core
PA14_49210	-0.013861732659426251	napE	core
PA14_49200	0.3327668052683665	oprH	core
PA14_49180	0.08320538736671604	phoP	core
PA14_49170	0.03234660124916424	phoQ	core
PA14_49160	-0.028594318556671282		core
PA14_49150	-0.008096406418885682		core
PA14_49130	-0.0011807452384419055	dctA	core
PA14_49110	-0.10351160754377672		core
PA14_49100	-0.058012963244951		core
PA14_49090	-0.06751773173507787		core
PA14_49080	-0.012901226985511136		core
PA14_49070	-0.0223745354658351		core
PA14_49060	-0.002028819344579559		core
PA14_49050	0.04018472617822237		core
PA14_49040	-0.020348723597323454		core
PA14_49030	-0.014480718266814234		acc
PA14_49020	-0.04824513540089465		acc
PA14_49010	-0.014532812008486181		acc
PA14_49000	0.0236144383871473		core
PA14_48990	0.011511970936286071		core
PA14_48980	0.03635934136137655		core
PA14_48970	0.011652390300827492		core
PA14_48960	0.010742148093784636		core
PA14_48950	0.010262719547130685		core
PA14_48940	0.19039531157326514	coaB	core
PA14_48930	0.06979599625136812		core
PA14_48920	0.0002636832496738367		core
PA14_48910	0.038700481330641995		core
PA14_48900	0.01784069872783478		acc
PA14_48890	0.011316173191933695		core
PA14_48880	0.008612153197204172		core
PA14_48870	-0.00896537024848988		core
PA14_48860	-0.09817091914536102		core
PA14_48850	0.08544571388018432		core
PA14_48840	0.1154638462781637		core
PA14_48830	0.08436428404988396		core
PA14_48810	0.03219197705130593		core
PA14_48800	-0.093647241712618		core
PA14_48790	-0.049775532254940316		core
PA14_48780	-0.04354325286859497		core
PA14_48770	-0.029774169715231943		core
PA14_48760	0.0958188130644489		core
PA14_48750	0.03242339486981253		core
PA14_48740	0.10710336834983446		core
PA14_48730	-0.016952732720538134		core
PA14_48710	-0.062064886039618676		core
PA14_48700	-0.03450165289555027	kefB	core
PA14_48680	-0.02603883198861541		core
PA14_48660	-0.022023083863795048		core
PA14_48650	-0.006311066404996054		core
PA14_48640	-0.028973103294751893		core
PA14_48630	0.005264762624871021		core
PA14_48620	0.003269416137970916		core
PA14_48610	0.0028090808605704897		core
PA14_48600	0.002310601163073304		core
PA14_48590	0.015551262463571868		core
PA14_48570	0.013941555526877284		core
PA14_48560	0.014951099582022159		core
PA14_48550	-0.007314852149863858		core
PA14_48540	-0.008510586473780864		core
PA14_48530	-0.01869794730465186		core
PA14_48520	-0.1748313472401625		core
PA14_48510	-0.009919731000290508		acc-module
PA14_48500	0.05039332668221593		acc
PA14_48490	-0.07514084817711293		acc
PA14_48470	-0.08520428259670845		acc
PA14_48460	-0.07057276155361973		acc
PA14_48450	-0.02854594428809723		acc
PA14_48440	-0.04369343346529588		core
PA14_48420	-0.051779329938659545		core
PA14_48410	-0.07813749938822091		core
PA14_48400	0.16524344552268144		core
PA14_48390	0.01702771314011786		core
PA14_48380	-0.047527944108326135		core
PA14_48350	-0.06939726637925518		core
PA14_48340	-0.05569860515201882		core
PA14_48330	0.16870038744444107		core
PA14_48320	-0.007785415797437713		core
PA14_48310	-0.0445149223505899		core
PA14_48300	-0.03552313001708843		core
PA14_48280	-0.06729819914074207		core
PA14_48240	-0.05909213979140311		core
PA14_48230	-0.06975149443625799		acc
PA14_48210	-0.052007334779929616		core
PA14_48200	0.061522045372229536		core
PA14_48190	-0.013701810559891557		core
PA14_48170	-0.07550680198357752		core
PA14_48160	-0.043403343629588635		core
PA14_48150	-0.01215589684813021		core
PA14_48140	-0.003653251988645016		core
PA14_48100	-0.0066696566013773936	aprE	core
PA14_48090	0.006065512617903742	aprF	core
PA14_48060	-0.02123325691125291	aprA	core
PA14_48040	-0.07094961738346009	aprI	core
PA14_48030	-0.029548415996315736		core
PA14_48020	-0.09662757777614303		core
PA14_48010	-0.07997729928387805		core
PA14_48000	-0.07823600336377483		core
PA14_47970	-0.03928971528240557		core
PA14_47960	-0.051059168014407616		core
PA14_47950	-0.01432119359786874		core
PA14_47940	-0.05134994164323283		core
PA14_47930	-0.0679986983403231		core
PA14_47920	-0.04717512400727634		core
PA14_47910	-0.039715186708060714		core
PA14_47900	-0.08490436710095628		core
PA14_47890	-0.008713364417723928		core
PA14_47880	-0.08048661843715937		core
PA14_47870	-0.10684008928139213		core
PA14_47860	-0.14040394461142588		core
PA14_47850	-0.12102244347729335		core
PA14_47840	-0.1342635077600271		core
PA14_47820	-0.050660705937947116		core
PA14_47810	-0.08632663509418957		core
PA14_47800	-0.10328382755807174		core
PA14_47790	-0.049274694885290266	cobO	core
PA14_47760	-0.0932071858400044	cobB	core
PA14_47750	-0.09079975155375902		core
PA14_47730	-0.11243630783501536	cobD	core
PA14_47720	-0.07866453342219246	cobC	core
PA14_47690	-0.099179067158323	cobQ	core
PA14_47680	-0.09057491140421453	cobU	core
PA14_47670	-0.13416802962674645	cobT	core
PA14_47660	-0.10422539296686192		core
PA14_47650	-0.11129704309130856	cobS	core
PA14_47640	-0.051585726068736765		core
PA14_47610	-0.09104671989332512		core
PA14_47600	0.07910103623855197		core
PA14_47580	-0.07450523613683546		core
PA14_47560	-0.0831239676032653		core
PA14_47550	0.09996443161982327		core
PA14_47540	0.06926168927808511		core
PA14_47530	0.004116450385445432		core
PA14_47520	0.14745702655347512		core
PA14_47510	-0.021978529843941143		core
PA14_47500	0.19708118275728265	sseA	core
PA14_47490	0.04296627359168005		core
PA14_47460	-0.039283455717377715	rnd	core
PA14_47450	0.00025760393408826834		core
PA14_47440	-0.04219297329968859		core
PA14_47430	-0.004347057698975667		core
PA14_47420	-0.0018336809333585691		core
PA14_47410	-0.10085461349822866		core
PA14_47400	-0.024782531205889653		core
PA14_47390	-0.006291151903276397		core
PA14_47380	0.010277091115466024		core
PA14_47370	-0.08485962981063412		core
PA14_47360	-0.010499570908598965		core
PA14_47350	-0.05432686793375687		core
PA14_47340	-0.04581359205250805		core
PA14_47330	-0.01775729300400658		core
PA14_47320	0.03142141554963266		core
PA14_47310	-0.017583692802210216		core
PA14_47300	-0.08050203763789103	phnW	core
PA14_47280	-0.06802363172275283	phnX	core
PA14_47270	0.01941540552794356		core
PA14_47260	-0.09676987793531514		core
PA14_47250	-0.018136502761580027		core
PA14_47240	-0.02295047574306464		core
PA14_47230	0.048741539166046254		core
PA14_47210	-0.0022587016144274483	cyoA	core
PA14_47190	0.031963483268843684	cyoB	core
PA14_47180	0.010914662488920913	cyoC	core
PA14_47160	0.0029029549566250827	cyoD	core
PA14_47150	-0.0530390192899608	cyoE	core
PA14_47140	-0.026350441710858773		core
PA14_47130	0.05376845517244233		core
