	module id	gene name	median expression	mean pairwise dist	median pairwise dist	min pairwise dist	max pairwise dist	range pairwise dist	operon_name
PA14_10300	9		18.44757428992095	19088.928571428572	20235.0	980.0	34180.0	33200.0
PA14_58720	6		470.212681046958	12833.333333333334	19240.0	10.0	19250.0	19240.0
PA14_15475	41	merT	61.26292666367421	20.476190476190474	20.0	5.0	45.0	40.0
PA14_15460	41	merA	289.1027513857615	20.476190476190474	20.0	5.0	45.0	40.0	merA-merD-merE-PA14_15435
PA14_59540	59		111.356432356581	18310.29160739687	18730.0	10.0	36630.0	36620.0
PA14_49020	23		275.85140718028197	12841.666666666666	12840.0	10.0	25680.0	25670.0
PA14_22260	7		6.067122731684755	9921.42857142857	65.0	10.0	34500.0	34490.0	PA14_22260-PA14_22250
PA14_10120	16		64.480226178948	7349.523809523809	40.0	10.0	25680.0	25670.0
PA14_35780	66		609.6916525462245	16.666666666666668	15.0	10.0	30.0	20.0	PA14_35790-PA14_35780
PA14_35800	8		1293.831102747335	44.0	55.0	10.0	80.0	70.0	tnpS-PA14_35810-PA14_35800
PA14_59110	21		17.50787341805195	128.0	85.0	10.0	290.0	280.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_49990	59		414.0028591465925	18310.29160739687	18730.0	10.0	36630.0	36620.0
PA14_14540	49		298.9141789540575	21542.0	29930.0	10.0	34980.0	34970.0	PA14_14540-PA14_14550
PA14_35750	8		125.5023742305105	44.0	55.0	10.0	80.0	70.0	PA14_35740-PA14_35750
PA14_22230	7		15.8253285759262	9921.42857142857	65.0	10.0	34500.0	34490.0
PA14_31190	38		17.4489113453458	163.07692307692307	165.0	10.0	380.0	370.0	PA14_31200-PA14_31190
PA14_04350	22		73.04861114527465	8649.52380952381	7380.0	30.0	26250.0	26220.0	PA14_04330-PA14_04340-PA14_04350
PA14_59550	52		876.6707425742885	342.54545454545456	380.0	10.0	950.0	940.0
PA14_60120	52	dcd2	909.922228308984	342.54545454545456	380.0	10.0	950.0	940.0	dcd2-PA14_60110-dtd
PA14_58920	54		30.59066853195035	13803.333333333334	10450.0	10.0	34070.0	34060.0	PA14_58910-PA14_58920-PA14_58930-PA14_58940-PA14_58950-PA14_58960-PA14_58970-PA14_58980-PA14_58990
PA14_23390	19	orfE	1737.343796502385	26.666666666666668	20.0	10.0	60.0	50.0	orfE-PA14_23400
PA14_22090	43		125.9907959570225	66.54545454545455	50.0	10.0	190.0	180.0
PA14_59560	59		20.176742565012752	18310.29160739687	18730.0	10.0	36630.0	36620.0	PA14_59560-PA14_59570-PA14_59580
PA14_60130	72		474.12654617904053	15773.333333333334	16090.0	10.0	33280.0	33270.0	PA14_60130-PA14_60140
PA14_04010	9		635.6699019305025	19088.928571428572	20235.0	980.0	34180.0	33200.0
PA14_59180	71		128.673520965107	146.11111111111111	115.0	10.0	450.0	440.0
PA14_22180	43		23.03889100190065	66.54545454545455	50.0	10.0	190.0	180.0	PA14_22190-PA14_22180
PA14_15400	10		99.37762688358251	84.0	100.0	10.0	180.0	170.0	repA-PA14_15400
PA14_28330	59		5.82840568055642	18310.29160739687	18730.0	10.0	36630.0	36620.0	PA14_28320-PA14_28330
PA14_59530	1		31.7848804792214	186.07142857142858	185.0	10.0	460.0	450.0	PA14_59520-PA14_59530
PA14_15620	30		13.7618722230308	23.333333333333332	25.0	10.0	40.0	30.0	PA14_15620-PA14_15630
PA14_33360	59		117.3707625743485	18310.29160739687	18730.0	10.0	36630.0	36620.0
PA14_22130	43		7.90996810170102	66.54545454545455	50.0	10.0	190.0	180.0	PA14_22130-PA14_22120
PA14_27630	11		17.2043318854142	2744.4444444444443	37.5	5.0	12280.0	12275.0	PA14_27640-PA14_27630
PA14_59370	53		276.70923656662796	21666.0	20815.0	4370.0	36490.0	32120.0
PA14_10110	16		19.77251408410705	7349.523809523809	40.0	10.0	25680.0	25670.0
PA14_35840	12		849.6201432460969	13.333333333333334	10.0	10.0	20.0	10.0	tnpT-PA14_35840-PA14_35850
PA14_35940	25		20.439089781630855	11725.555555555555	12255.0	10.0	24070.0	24060.0
PA14_59910	1		47.87488179275219	186.07142857142858	185.0	10.0	460.0	450.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_24665	62		170.8871749949895	19509.04761904762	20780.0	895.0	36470.0	35575.0
PA14_33310	40		636.7301671130945	8849.444444444445	475.0	10.0	29970.0	29960.0	PA14_33330-PA14_33320-PA14_33310-PA14_33300
PA14_34610	59		7.721346193183566	18310.29160739687	18730.0	10.0	36630.0	36620.0	gnuT-PA14_34610
PA14_32810	15		20.50408894732675	17714.0	25555.0	10.0	29530.0	29520.0
PA14_59800	65	pvrS	365.059934426455	23.333333333333332	20.0	10.0	50.0	40.0	PA14_59800-pvrR-rcsC-rcsB
PA14_03380	40		748.4801656571184	8849.444444444445	475.0	10.0	29970.0	29960.0
PA14_59250	36	pilN2	41.939217892146544	137.77777777777777	140.0	10.0	350.0	340.0	pilL2-pilN2-pilO2-pilP2-pilQ2-pilR2-pilS2-pilT2-pilV2-pilM2
PA14_29330	26		176.7088339597995	12506.285714285714	17180.0	10.0	30073.0	30063.0
PA14_51530	13	exoU	1799.1423276841397	20116.666666666668	18605.0	10.0	36220.0	36210.0	exoU-spcU
PA14_60050	55		142.03778705854	173.4090909090909	170.0	5.0	410.0	405.0	PA14_60040-PA14_60050
PA14_39880	59	phzG2	218.56311523400746	18310.29160739687	18730.0	10.0	36630.0	36620.0	phzB2-phzC2-phzD2-phzE2-phzF2-phzG2
PA14_35820	8	tnpS	884.312764740793	44.0	55.0	10.0	80.0	70.0	tnpS-PA14_35810-PA14_35800
PA14_24190	14		80.0642926752234	20748.214285714286	25895.0	410.0	36500.0	36090.0	PA14_24180-PA14_24190
PA14_36000	31	prpR	193.1495844712775	400.0	80.0	10.0	1310.0	1300.0
PA14_59470	57		129.541254532682	59.111111111111114	50.0	10.0	140.0	130.0
PA14_54880	50		134.901845900716	2372.794117647059	70.0	10.0	19760.0	19750.0	PA14_54890-PA14_54880
PA14_59020	27		19.15066783986705	6997.142857142857	65.0	10.0	27920.0	27910.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_15520	10	trbJ	55.7690780967348	84.0	100.0	10.0	180.0	170.0	trbJ-PA14_15530-PA14_15540
PA14_51640	32		33.14079899227701	20677.333333333332	21280.0	5330.0	36050.0	30720.0	PA14_51640-PA14_51650
PA14_15610	45		1531.5959984887052	83.80952380952381	30.0	10.0	260.0	250.0
PA14_54950	50		99.24449339668763	2372.794117647059	70.0	10.0	19760.0	19750.0	PA14_54960-PA14_54950
PA14_59340	36	pilT2	53.688226729694904	137.77777777777777	140.0	10.0	350.0	340.0	pilL2-pilN2-pilO2-pilP2-pilQ2-pilR2-pilS2-pilT2-pilV2-pilM2
PA14_59980	48		9.82855404578534	1519.047619047619	540.0	10.0	4910.0	4900.0	PA14_59980-PA14_59990-PA14_60000-PA14_60010-PA14_60020
PA14_71830	22		102.10598089636949	8649.52380952381	7380.0	30.0	26250.0	26220.0	PA14_71850-PA14_71840-PA14_71830
PA14_62030	62		204.142142275715	19509.04761904762	20780.0	895.0	36470.0	35575.0	PA14_62040-PA14_62030-PA14_62020
PA14_54850	67		94.0377576438853	13026.666666666666	13025.0	10.0	26050.0	26040.0
PA14_37170	31		41.92326420190675	400.0	80.0	10.0	1310.0	1300.0	PA14_37150-PA14_37170
PA14_54870	37		165.2670516909845	19063.333333333332	20475.0	10.0	32470.0	32460.0
PA14_09460	59	phzC1	276.5191565582345	18310.29160739687	18730.0	10.0	36630.0	36620.0	phzC1-phzD1-phzE1-phzF1-phzG1
PA14_03265	70		251.774770184271	18.333333333333332	17.5	5.0	35.0	30.0	PA14_03250-PA14_03265
PA14_59140	27		53.68455546724785	6997.142857142857	65.0	10.0	27920.0	27910.0	PA14_59130-PA14_59140-PA14_59150
PA14_59010	44		7.760435424686775	3486.0	805.0	10.0	8380.0	8370.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_28850	15		537.2881978935775	17714.0	25555.0	10.0	29530.0	29520.0	PA14_28850-PA14_28870
PA14_48450	54		52.05266103375725	13803.333333333334	10450.0	10.0	34070.0	34060.0	PA14_48490-PA14_48470-PA14_48460-PA14_48450
PA14_31930	3		13.2621242677879	20782.666666666668	21760.0	1950.0	33590.0	31640.0	PA14_31870-PA14_31890-PA14_31900-PA14_31920-PA14_31930
PA14_03300	15		454.49488343473195	17714.0	25555.0	10.0	29530.0	29520.0	PA14_03290-PA14_03300
PA14_35790	66		1700.32254676197	16.666666666666668	15.0	10.0	30.0	20.0	PA14_35790-PA14_35780
PA14_65870	14		51.00866963525431	20748.214285714286	25895.0	410.0	36500.0	36090.0	PA14_65880-PA14_65870-PA14_65860
PA14_58940	28		2.80858260907928	13005.333333333334	10040.0	10.0	27780.0	27770.0	PA14_58910-PA14_58920-PA14_58930-PA14_58940-PA14_58950-PA14_58960-PA14_58970-PA14_58980-PA14_58990
PA14_22280	9		49.7863687024269	19088.928571428572	20235.0	980.0	34180.0	33200.0
PA14_10090	16		74.04157755008376	7349.523809523809	40.0	10.0	25680.0	25670.0
PA14_59950	44		26.538431749678047	3486.0	805.0	10.0	8380.0	8370.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_15480	41	merR	468.55722819407697	20.476190476190474	20.0	5.0	45.0	40.0
PA14_51550	61		174.44541786293598	19248.571428571428	28640.0	10.0	36270.0	36260.0
PA14_36400	33		6.017644735183126	13310.444444444445	14890.0	80.0	34690.0	34610.0
PA14_31200	38		4.134857285155135	163.07692307692307	165.0	10.0	380.0	370.0	PA14_31200-PA14_31190
PA14_54980	50	ybtQ	69.099225860568	2372.794117647059	70.0	10.0	19760.0	19750.0	PA14_54980-PA14_54970
PA14_22190	7		127.7016620108705	9921.42857142857	65.0	10.0	34500.0	34490.0	PA14_22190-PA14_22180
PA14_60240	17		33.593849898783006	19938.0	20705.0	5630.0	33690.0	28060.0	PA14_60240-pilS-pilR
PA14_10050	16		7.305136339543741	7349.523809523809	40.0	10.0	25680.0	25670.0	PA14_10080-PA14_10070-PA14_10050
PA14_44090	62		21.9151044528718	19509.04761904762	20780.0	895.0	36470.0	35575.0
PA14_61350	56		49.123839924731044	16954.0	20600.0	10.0	32920.0	32910.0	PA14_61350-PA14_61340
PA14_22540	5		26.4423362691231	9112.777777777777	8155.0	10.0	33410.0	33400.0
PA14_15750	14		62.609348268852905	20748.214285714286	25895.0	410.0	36500.0	36090.0	purL-PA14_15750
PA14_07460	17		54.17557320077199	19938.0	20705.0	5630.0	33690.0	28060.0
PA14_28810	18		3171.287915531805	37.77777777777778	30.0	10.0	100.0	90.0
PA14_35830	12	tnpT	725.8152460196961	13.333333333333334	10.0	10.0	20.0	10.0	tnpT-PA14_35840-PA14_35850
PA14_15500	10		50.2884949433955	84.0	100.0	10.0	180.0	170.0	PA14_15490-PA14_15500
PA14_30860	68		13.9989945179478	8112.666666666667	220.0	10.0	24200.0	24190.0	PA14_30880-PA14_30870-PA14_30860-PA14_30850
PA14_23440	19	orfL	2439.53181819416	26.666666666666668	20.0	10.0	60.0	50.0	orfL-orfM
PA14_36860	59		10.576934507649302	18310.29160739687	18730.0	10.0	36630.0	36620.0
PA14_28980	37		10.777050823270152	19063.333333333332	20475.0	10.0	32470.0	32460.0	PA14_28970-PA14_28980
PA14_59000	27		13.8976402150408	6997.142857142857	65.0	10.0	27920.0	27910.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_63740	53		4.58998629370995	21666.0	20815.0	4370.0	36490.0	32120.0	PA14_63780-PA14_63770-PA14_63750-PA14_63740
PA14_03250	70		524.6503230139665	18.333333333333332	17.5	5.0	35.0	30.0	PA14_03250-PA14_03265
PA14_36020	20		147.122228001095	11866.0	1970.0	10.0	34600.0	34590.0	PA14_36030-PA14_36020-PA14_36010
PA14_28780	18		122.65978786697549	37.77777777777778	30.0	10.0	100.0	90.0
PA14_46570	51		235.427123104433	652.0	30.0	10.0	1930.0	1920.0	PA14_46570-PA14_46580-PA14_46590-PA14_46600
PA14_30970	34		298.4745507805345	167.61904761904762	250.0	10.0	310.0	300.0
PA14_59060	21		24.2268338893277	128.0	85.0	10.0	290.0	280.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_13220	24		28.694444550993147	15890.666666666666	15040.0	10.0	32210.0	32200.0
PA14_60060	52		45.611595240129944	342.54545454545456	380.0	10.0	950.0	940.0
PA14_00970	22		90.56630129852729	8649.52380952381	7380.0	30.0	26250.0	26220.0	PA14_00980-PA14_00970-PA14_00960-PA14_00940-PA14_00925
PA14_49030	23		1104.37500138149	12841.666666666666	12840.0	10.0	25680.0	25670.0
PA14_36030	20		36.365877079837404	11866.0	1970.0	10.0	34600.0	34590.0	PA14_36030-PA14_36020-PA14_36010
PA14_36480	33		22.897539649606998	13310.444444444445	14890.0	80.0	34690.0	34610.0
PA14_59320	21	pilS2	41.697374396396505	128.0	85.0	10.0	290.0	280.0	pilL2-pilN2-pilO2-pilP2-pilQ2-pilR2-pilS2-pilT2-pilV2-pilM2
PA14_30850	68		29.17443654103905	8112.666666666667	220.0	10.0	24200.0	24190.0	PA14_30880-PA14_30870-PA14_30860-PA14_30850
PA14_58740	61		15.501672335300501	19248.571428571428	28640.0	10.0	36270.0	36260.0
PA14_19600	32		147.399344804257	20677.333333333332	21280.0	5330.0	36050.0	30720.0	PA14_19610-PA14_19600
PA14_55080	35		712.442219162002	10064.4	3545.0	10.0	25046.0	25036.0	PA14_55080-PA14_55090
PA14_03370	60		268.723450072198	26.666666666666668	20.0	10.0	60.0	50.0
PA14_46610	5		49.76434131574965	9112.777777777777	8155.0	10.0	33410.0	33400.0
PA14_59490	59		22.21182479836205	18310.29160739687	18730.0	10.0	36630.0	36620.0	PA14_59480-PA14_59490-PA14_59500-PA14_59510
PA14_35900	31		46.4858239520223	400.0	80.0	10.0	1310.0	1300.0
PA14_48900	28		0.0	13005.333333333334	10040.0	10.0	27780.0	27770.0	PA14_48930-PA14_48920-PA14_48910-PA14_48900
PA14_35860	31		76.11549764805528	400.0	80.0	10.0	1310.0	1300.0	PA14_35860-PA14_35880
PA14_33970	24		53.12394864970935	15890.666666666666	15040.0	10.0	32210.0	32200.0	PA14_34070-PA14_34050-PA14_34030-PA14_34020-PA14_34010-PA14_34000-PA14_33990-PA14_33980-PA14_33970-PA14_33960-PA14_33940
PA14_28830	18		1389.15147095771	37.77777777777778	30.0	10.0	100.0	90.0	PA14_28820-PA14_28830-PA14_28840
PA14_35980	25		1.3455609614835549	11725.555555555555	12255.0	10.0	24070.0	24060.0	PA14_35990-PA14_35980-PA14_35970-PA14_35950
PA14_40340	46		29.126968973546052	18984.64285714286	18360.0	3250.0	35310.0	32060.0
PA14_35740	8		580.75804955116	44.0	55.0	10.0	80.0	70.0	PA14_35740-PA14_35750
PA14_23310	62		1289.67158969722	19509.04761904762	20780.0	895.0	36470.0	35575.0	serC-pheA-hisC2-PA14_23310-cmk
PA14_61380	56		349.22651148525347	16954.0	20600.0	10.0	32920.0	32910.0
PA14_53610	69		125.72250945252301	6941.071428571428	4125.0	10.0	23060.0	23050.0
PA14_54750	33		29.135472828481852	13310.444444444445	14890.0	80.0	34690.0	34610.0
PA14_30990	34		136.9007965311665	167.61904761904762	250.0	10.0	310.0	300.0	PA14_31040-PA14_31030-PA14_31010-PA14_31000-PA14_30990-PA14_30980
PA14_66875	9	phaF	5676.888034584124	19088.928571428572	20235.0	980.0	34180.0	33200.0	PA14_66880-phaF
PA14_55060	61		97.3198092912757	19248.571428571428	28640.0	10.0	36270.0	36260.0	PA14_55070-PA14_55060
PA14_54610	17		31.5730589126102	19938.0	20705.0	5630.0	33690.0	28060.0	PA14_54610-PA14_54600
PA14_55050	50		615.0992247439344	2372.794117647059	70.0	10.0	19760.0	19750.0
PA14_46520	26		400.4060848849855	12506.285714285714	17180.0	10.0	30073.0	30063.0	PA14_46520-PA14_46510
PA14_03360	60		446.851481912748	26.666666666666668	20.0	10.0	60.0	50.0	PA14_03360-PA14_03350
PA14_59900	55		36.5635392667573	173.4090909090909	170.0	5.0	410.0	405.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_69350	58		231.637367422004	21248.0	28200.0	280.0	33010.0	32730.0
PA14_31450	56		30.3566589980271	16954.0	20600.0	10.0	32920.0	32910.0
PA14_58970	27		27.5420539283785	6997.142857142857	65.0	10.0	27920.0	27910.0	PA14_58910-PA14_58920-PA14_58930-PA14_58940-PA14_58950-PA14_58960-PA14_58970-PA14_58980-PA14_58990
PA14_40470	13		235.653783041875	20116.666666666668	18605.0	10.0	36220.0	36210.0
PA14_49010	23		9.87161439532537	12841.666666666666	12840.0	10.0	25680.0	25670.0	PA14_49010-PA14_49000-PA14_48990-PA14_48980
PA14_28760	72		170.76348079566452	15773.333333333334	16090.0	10.0	33280.0	33270.0
PA14_72830	47		37.621563075359745	20346.0	22350.0	70.0	33790.0	33720.0	PA14_72820-PA14_72830
PA14_46540	26		534.831845339304	12506.285714285714	17180.0	10.0	30073.0	30063.0
PA14_31170	28		5.637416243667534	13005.333333333334	10040.0	10.0	27780.0	27770.0	PA14_31160-PA14_31170
PA14_31110	38		8.591912589952166	163.07692307692307	165.0	10.0	380.0	370.0	PA14_31130-PA14_31110
PA14_54050	14		87.41863630191679	20748.214285714286	25895.0	410.0	36500.0	36090.0	PA14_54070-PA14_54050
PA14_15510	10	traJ	55.5905608601632	84.0	100.0	10.0	180.0	170.0
PA14_28610	53		119.55830388645249	21666.0	20815.0	4370.0	36490.0	32120.0	PA14_28620-PA14_28610
PA14_51520	13	spcU	594.5838806411945	20116.666666666668	18605.0	10.0	36220.0	36210.0	exoU-spcU
PA14_53590	69		1143.56962081975	6941.071428571428	4125.0	10.0	23060.0	23050.0	PA14_53590-PA14_53600
PA14_48500	51		73.22835632429266	652.0	30.0	10.0	1930.0	1920.0
PA14_37670	20		64.0935915608293	11866.0	1970.0	10.0	34600.0	34590.0
PA14_59870	48		4.487914090856155	1519.047619047619	540.0	10.0	4910.0	4900.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_46560	53		9.638762233297076	21666.0	20815.0	4370.0	36490.0	32120.0
PA14_13630	33		32.00139467078125	13310.444444444445	14890.0	80.0	34690.0	34610.0	PA14_13650-PA14_13630
PA14_43100	29	rhsP2	568.2574140929895	20173.333333333332	30820.0	10.0	32840.0	32830.0	PA14_43080-PA14_43090-PA14_43100
PA14_28540	7		7.396336771237561	9921.42857142857	65.0	10.0	34500.0	34490.0
PA14_23400	19		1298.641159904675	26.666666666666668	20.0	10.0	60.0	50.0	orfE-PA14_23400
PA14_15370	10		13.4464932276627	84.0	100.0	10.0	180.0	170.0
PA14_15630	30		79.88006809957125	23.333333333333332	25.0	10.0	40.0	30.0	PA14_15620-PA14_15630
PA14_22270	43		525.2680351096975	66.54545454545455	50.0	10.0	190.0	180.0
PA14_59570	59		12.466049979039099	18310.29160739687	18730.0	10.0	36630.0	36620.0	PA14_59560-PA14_59570-PA14_59580
PA14_28260	47		146.773013775262	20346.0	22350.0	70.0	33790.0	33720.0
PA14_59400	57		603.5680172033157	59.111111111111114	50.0	10.0	140.0	130.0
PA14_35890	31		81.896724711548	400.0	80.0	10.0	1310.0	1300.0
PA14_22550	5		124.4759933049945	9112.777777777777	8155.0	10.0	33410.0	33400.0
PA14_25410	32		59.439033771551244	20677.333333333332	21280.0	5330.0	36050.0	30720.0	PA14_25420-PA14_25410-PA14_25400
PA14_59030	21		5.554571547308504	128.0	85.0	10.0	290.0	280.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_64430	46		79.7016329445707	18984.64285714286	18360.0	3250.0	35310.0	32060.0
PA14_03166	35		393.766983252327	10064.4	3545.0	10.0	25046.0	25036.0	PA14_03163-PA14_03166
PA14_36790	33		8.824706436930144	13310.444444444445	14890.0	80.0	34690.0	34610.0	PA14_36790-PA14_36780-PA14_36770-PA14_36760
PA14_59200	71		207.35690474766898	146.11111111111111	115.0	10.0	450.0	440.0	PA14_59200-PA14_59210
PA14_58910	71		59.51336977349755	146.11111111111111	115.0	10.0	450.0	440.0	PA14_58910-PA14_58920-PA14_58930-PA14_58940-PA14_58950-PA14_58960-PA14_58970-PA14_58980-PA14_58990
PA14_55020	50		29.83142621581835	2372.794117647059	70.0	10.0	19760.0	19750.0	PA14_55000-PA14_55020-PA14_55030-PA14_55040
PA14_67180	4		228.208810835103	10060.0	15060.0	30.0	15090.0	15060.0	PA14_67230-PA14_67220-PA14_67210-PA14_67200-PA14_67190-PA14_67180
PA14_59190	2		282.2492416745515	288.6666666666667	400.0	10.0	840.0	830.0
PA14_31000	34		117.676148104372	167.61904761904762	250.0	10.0	310.0	300.0	PA14_31040-PA14_31030-PA14_31010-PA14_31000-PA14_30990-PA14_30980
PA14_27640	11		16.322593305243	2744.4444444444443	37.5	5.0	12280.0	12275.0	PA14_27640-PA14_27630
PA14_22240	7		18.230448344511153	9921.42857142857	65.0	10.0	34500.0	34490.0
PA14_39700	59		14.31666006138515	18310.29160739687	18730.0	10.0	36630.0	36620.0	PA14_39690-PA14_39700-PA14_39710
