	module id	gene name	median expression	mean pairwise dist	median pairwise dist	min pairwise dist	max pairwise dist	range pairwise dist	operon_name
PA14_31430	16		44.08660124948135	26922.012012012012	23935.0	10.0	68830.0	68820.0
PA14_59200	12		181.153849539832	391.3235294117647	275.0	10.0	1010.0	1000.0	PA14_59200-PA14_59210
PA14_51550	17		156.795236399961	16672.402597402597	16010.0	10.0	52555.0	52545.0
PA14_59870	32		7.09136765081867	487.57575757575756	655.0	10.0	1030.0	1020.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_24665	20		148.06442591706002	16997.875	13987.5	10.0	54550.0	54540.0
PA14_55040	18		23.751924742339348	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_55000-PA14_55020-PA14_55030-PA14_55040
PA14_14540	17		347.31578190291344	16672.402597402597	16010.0	10.0	52555.0	52545.0	PA14_14540-PA14_14550
PA14_35980	13		4.359083042039055	21014.375	18915.0	10.0	61000.0	60990.0	PA14_35990-PA14_35980-PA14_35970-PA14_35950
PA14_33350	8		207.2220061575045	152.38095238095238	30.0	10.0	500.0	490.0	PA14_33350-PA14_33340
PA14_59560	5		19.78590196570385	396.0833333333333	445.0	10.0	1020.0	1010.0	PA14_59560-PA14_59570-PA14_59580
PA14_33340	8		517.2173425540625	152.38095238095238	30.0	10.0	500.0	490.0	PA14_33350-PA14_33340
PA14_31110	7		11.723373482407752	2085.75	170.0	10.0	15750.0	15740.0	PA14_31130-PA14_31110
PA14_59350	12	pilV2	99.6689690921557	391.3235294117647	275.0	10.0	1010.0	1000.0	pilL2-pilN2-pilO2-pilP2-pilQ2-pilR2-pilS2-pilT2-pilV2-pilM2
PA14_54940	18		182.7964240201415	18430.0395256917	120.0	5.0	51840.0	51835.0
PA14_71760	1		56.2091147291722	25147.2	21450.0	70.0	70860.0	70790.0
PA14_23420	28		6486.822242612714	16129.70588235294	15605.0	10.0	38240.0	38230.0	PA14_23420-PA14_23430
PA14_03290	16		298.100020721588	26922.012012012012	23935.0	10.0	68830.0	68820.0	PA14_03290-PA14_03300
PA14_54980	18	ybtQ	71.03218802684805	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_54980-PA14_54970
PA14_59190	5		271.3370280592935	396.0833333333333	445.0	10.0	1020.0	1010.0
PA14_28250	1		265.694612807043	25147.2	21450.0	70.0	70860.0	70790.0
PA14_59890	11		17.1086557631772	427.7922077922078	370.0	10.0	1090.0	1080.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_40340	17		28.090756533733956	16672.402597402597	16010.0	10.0	52555.0	52545.0
PA14_51650	37		157.4837921775465	1143.6190476190477	80.0	10.0	8230.0	8220.0	PA14_51640-PA14_51650
PA14_53600	28		253.453508095387	16129.70588235294	15605.0	10.0	38240.0	38230.0	PA14_53590-PA14_53600
PA14_61350	16		43.35216936950785	26922.012012012012	23935.0	10.0	68830.0	68820.0	PA14_61350-PA14_61340
PA14_60010	11		15.57016113066205	427.7922077922078	370.0	10.0	1090.0	1080.0	PA14_59980-PA14_59990-PA14_60000-PA14_60010-PA14_60020
PA14_10120	23		62.833646934762804	9667.857142857143	65.0	10.0	25680.0	25670.0
PA14_51570	16		354.685793462167	26922.012012012012	23935.0	10.0	68830.0	68820.0
PA14_54880	18		129.8252046924805	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_54890-PA14_54880
PA14_03265	18		237.30842484907402	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_03250-PA14_03265
PA14_59880	37		16.2262384993918	1143.6190476190477	80.0	10.0	8230.0	8220.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_14310	1		101.583451215518	25147.2	21450.0	70.0	70860.0	70790.0	PA14_14310-PA14_14300
PA14_59510	37		21.091115269083403	1143.6190476190477	80.0	10.0	8230.0	8220.0	PA14_59480-PA14_59490-PA14_59500-PA14_59510
PA14_35920	26		43.678674854445646	38.0	30.0	10.0	80.0	70.0	PA14_35930-PA14_35920
PA14_59580	5		531.0929963358426	396.0833333333333	445.0	10.0	1020.0	1010.0	PA14_59560-PA14_59570-PA14_59580
PA14_36790	6		10.97174617688065	19600.46783625731	17670.0	30.0	54330.0	54300.0	PA14_36790-PA14_36780-PA14_36770-PA14_36760
PA14_31170	6		8.099520644102945	19600.46783625731	17670.0	30.0	54330.0	54300.0	PA14_31160-PA14_31170
PA14_60050	22		127.19915976232201	486.53846153846155	460.0	5.0	1220.0	1215.0	PA14_60040-PA14_60050
PA14_67180	19		207.0258712772665	11189.333333333334	50.0	10.0	31470.0	31460.0	PA14_67230-PA14_67220-PA14_67210-PA14_67200-PA14_67190-PA14_67180
PA14_59670	32		10.755711590948849	487.57575757575756	655.0	10.0	1030.0	1020.0	PA14_59640-PA14_59650-PA14_59660-PA14_59670-PA14_59680-PA14_59690-PA14_59700
PA14_63740	1		7.740731079558344	25147.2	21450.0	70.0	70860.0	70790.0	PA14_63780-PA14_63770-PA14_63750-PA14_63740
PA14_43100	0	rhsP2	522.522929847604	27627.636363636364	32120.0	10.0	58560.0	58550.0	PA14_43080-PA14_43090-PA14_43100
PA14_51590	0		133.22534850307602	27627.636363636364	32120.0	10.0	58560.0	58550.0
PA14_59030	32		8.044032670664766	487.57575757575756	655.0	10.0	1030.0	1020.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_10970	0		12.566729386952552	27627.636363636364	32120.0	10.0	58560.0	58550.0	PA14_10970-PA14_10960
PA14_59160	22		29.0460355859301	486.53846153846155	460.0	5.0	1220.0	1215.0
PA14_10110	23		21.788329804141846	9667.857142857143	65.0	10.0	25680.0	25670.0
PA14_54870	2		159.92080038733548	26354.285714285714	25950.0	10.0	53650.0	53640.0
PA14_62030	16		171.5886553459555	26922.012012012012	23935.0	10.0	68830.0	68820.0	PA14_62040-PA14_62030-PA14_62020
PA14_05120	1		41.4462559287376	25147.2	21450.0	70.0	70860.0	70790.0
PA14_54850	34		84.2307586556046	25376.0	14945.0	10.0	55970.0	55960.0
PA14_28760	17		148.472742365589	16672.402597402597	16010.0	10.0	52555.0	52545.0
PA14_49030	33		1162.920149760495	8740.190476190477	115.0	10.0	45630.0	45620.0
PA14_59490	37		23.784828536743653	1143.6190476190477	80.0	10.0	8230.0	8220.0	PA14_59480-PA14_59490-PA14_59500-PA14_59510
PA14_22510	35		13.168853388837249	10939.545454545454	10040.0	10.0	36430.0	36420.0
PA14_03300	16		404.9901206202295	26922.012012012012	23935.0	10.0	68830.0	68820.0	PA14_03290-PA14_03300
PA14_28970	16		12.722567663609649	26922.012012012012	23935.0	10.0	68830.0	68820.0	PA14_28970-PA14_28980
PA14_49860	6		47.133844948814954	19600.46783625731	17670.0	30.0	54330.0	54300.0
PA14_48450	29		49.6351176332266	3764.6666666666665	1860.0	10.0	15680.0	15670.0	PA14_48490-PA14_48470-PA14_48460-PA14_48450
PA14_31450	1		28.61492895191865	25147.2	21450.0	70.0	70860.0	70790.0
PA14_30900	7		14.107375702081796	2085.75	170.0	10.0	15750.0	15740.0	PA14_30910-PA14_30900
PA14_36000	26	prpR	166.921226700128	38.0	30.0	10.0	80.0	70.0
PA14_55020	18		33.42666928484175	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_55000-PA14_55020-PA14_55030-PA14_55040
PA14_50750	16		44.88543056872889	26922.012012012012	23935.0	10.0	68830.0	68820.0
PA14_59520	37		21.1699535029741	1143.6190476190477	80.0	10.0	8230.0	8220.0	PA14_59520-PA14_59530
PA14_37670	36		56.277492418609796	14603.333333333334	12995.0	10.0	39890.0	39880.0
PA14_35800	19		1144.4163723672898	11189.333333333334	50.0	10.0	31470.0	31460.0	tnpS-PA14_35810-PA14_35800
PA14_22190	33		132.44596082787803	8740.190476190477	115.0	10.0	45630.0	45620.0	PA14_22190-PA14_22180
PA14_10960	0		21.998981936663103	27627.636363636364	32120.0	10.0	58560.0	58550.0	PA14_10970-PA14_10960
PA14_58740	31		18.652385951250643	17898.848484848484	15185.0	10.0	55574.0	55564.0
PA14_59430	37		72.7736051471679	1143.6190476190477	80.0	10.0	8230.0	8220.0
PA14_31000	3		108.6058233330115	5126.222222222223	270.0	10.0	25160.0	25150.0	PA14_31040-PA14_31030-PA14_31010-PA14_31000-PA14_30990-PA14_30980
PA14_22600	1		35.241741605998556	25147.2	21450.0	70.0	70860.0	70790.0	PA14_22590-PA14_22600
PA14_54070	6		55.497284652965746	19600.46783625731	17670.0	30.0	54330.0	54300.0	PA14_54070-PA14_54050
PA14_22090	33		121.6644124048005	8740.190476190477	115.0	10.0	45630.0	45620.0
PA14_59110	38		18.234153055758302	275.45454545454544	165.0	10.0	970.0	960.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_35790	19		1555.859413581115	11189.333333333334	50.0	10.0	31470.0	31460.0	PA14_35790-PA14_35780
PA14_53100	36		14.7891262069841	14603.333333333334	12995.0	10.0	39890.0	39880.0	PA14_53090-PA14_53100-PA14_53110
PA14_22550	20		115.9526037026245	16997.875	13987.5	10.0	54550.0	54540.0
PA14_30950	35		8.619539819134395	10939.545454545454	10040.0	10.0	36430.0	36420.0	PA14_30960-PA14_30950-PA14_30940-PA14_30930
PA14_28820	21		1834.0723880721202	17390.733333333334	17730.0	10.0	51917.0	51907.0	PA14_28820-PA14_28830-PA14_28840
PA14_59710	38	cupD1	66.24455959871555	275.45454545454544	165.0	10.0	970.0	960.0
PA14_33330	8		489.20578818828403	152.38095238095238	30.0	10.0	500.0	490.0	PA14_33330-PA14_33320-PA14_33310-PA14_33300
PA14_59540	37		103.4248754263905	1143.6190476190477	80.0	10.0	8230.0	8220.0
PA14_01160	15		513.5623651200115	27600.809523809523	24515.0	150.0	72420.0	72270.0	PA14_01160-PA14_01170-PA14_01180-PA14_01190-PA14_01200-PA14_01220-PA14_01230
PA14_28870	17		122.0527925875845	16672.402597402597	16010.0	10.0	52555.0	52545.0	PA14_28850-PA14_28870
PA14_48510	15		12.188257209839552	27600.809523809523	24515.0	150.0	72420.0	72270.0	PA14_48510-PA14_48520
PA14_59990	11		19.477155457548896	427.7922077922078	370.0	10.0	1090.0	1080.0	PA14_59980-PA14_59990-PA14_60000-PA14_60010-PA14_60020
PA14_58950	32		25.3279977878701	487.57575757575756	655.0	10.0	1030.0	1020.0	PA14_58910-PA14_58920-PA14_58930-PA14_58940-PA14_58950-PA14_58960-PA14_58970-PA14_58980-PA14_58990
PA14_28850	17		503.6721964290975	16672.402597402597	16010.0	10.0	52555.0	52545.0	PA14_28850-PA14_28870
PA14_59290	11	pilQ2	39.5024387867518	427.7922077922078	370.0	10.0	1090.0	1080.0	pilL2-pilN2-pilO2-pilP2-pilQ2-pilR2-pilS2-pilT2-pilV2-pilM2
PA14_15360	10		675.5902629407915	99.25	80.0	10.0	260.0	250.0
PA14_31180	3		46.8047809832606	5126.222222222223	270.0	10.0	25160.0	25150.0
PA14_59440	37		63.71253063269026	1143.6190476190477	80.0	10.0	8230.0	8220.0
PA14_61180	16		18.11436105648095	26922.012012012012	23935.0	10.0	68830.0	68820.0
PA14_60020	22		144.0401184281095	486.53846153846155	460.0	5.0	1220.0	1215.0	PA14_59980-PA14_59990-PA14_60000-PA14_60010-PA14_60020
PA14_60090	5		318.937317723973	396.0833333333333	445.0	10.0	1020.0	1010.0
PA14_22210	33		25.91626934583875	8740.190476190477	115.0	10.0	45630.0	45620.0	PA14_22220-PA14_22210
PA14_30850	7		27.90517633422175	2085.75	170.0	10.0	15750.0	15740.0	PA14_30880-PA14_30870-PA14_30860-PA14_30850
PA14_22240	33		19.6292918767921	8740.190476190477	115.0	10.0	45630.0	45620.0
PA14_49990	17		373.560947965036	16672.402597402597	16010.0	10.0	52555.0	52545.0
PA14_59180	12		126.180232259649	391.3235294117647	275.0	10.0	1010.0	1000.0
PA14_60080	38		1188.98711734251	275.45454545454544	165.0	10.0	970.0	960.0	PA14_60070-PA14_60080
PA14_33200	36		8.598748029271306	14603.333333333334	12995.0	10.0	39890.0	39880.0	PA14_33190-PA14_33200-PA14_33220
PA14_53590	28		1079.33303823443	16129.70588235294	15605.0	10.0	38240.0	38230.0	PA14_53590-PA14_53600
PA14_59920	11		54.253454467842545	427.7922077922078	370.0	10.0	1090.0	1080.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_59900	11		35.50520754572264	427.7922077922078	370.0	10.0	1090.0	1080.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_58760	28	pilC	1323.7769714312049	16129.70588235294	15605.0	10.0	38240.0	38230.0	pilC-pilD-coaE-PA14_58790
PA14_10400	13		3.9089476550261795	21014.375	18915.0	10.0	61000.0	60990.0
PA14_30690	17		193.543104508303	16672.402597402597	16010.0	10.0	52555.0	52545.0
PA14_10070	23		14.829456263310899	9667.857142857143	65.0	10.0	25680.0	25670.0	PA14_10080-PA14_10070-PA14_10050
PA14_04010	16		553.3215299104579	26922.012012012012	23935.0	10.0	68830.0	68820.0
PA14_59845	22		352.08487007963447	486.53846153846155	460.0	5.0	1220.0	1215.0
PA14_58970	11		26.34714424106815	427.7922077922078	370.0	10.0	1090.0	1080.0	PA14_58910-PA14_58920-PA14_58930-PA14_58940-PA14_58950-PA14_58960-PA14_58970-PA14_58980-PA14_58990
PA14_31220	35		11.1942326139011	10939.545454545454	10040.0	10.0	36430.0	36420.0	PA14_31230-PA14_31220
PA14_27630	4		17.7817795842994	30.178571428571427	27.5	5.0	70.0	65.0	PA14_27640-PA14_27630
PA14_15490	10		25.04900195209005	99.25	80.0	10.0	260.0	250.0	PA14_15490-PA14_15500
PA14_25560	15	rne	3443.7284080183454	27600.809523809523	24515.0	150.0	72420.0	72270.0
PA14_37170	15		38.84132097641344	27600.809523809523	24515.0	150.0	72420.0	72270.0	PA14_37150-PA14_37170
PA14_59500	37		31.148236976223103	1143.6190476190477	80.0	10.0	8230.0	8220.0	PA14_59480-PA14_59490-PA14_59500-PA14_59510
PA14_22110	33		36.9509204187283	8740.190476190477	115.0	10.0	45630.0	45620.0
PA14_23310	16		1101.6282289247301	26922.012012012012	23935.0	10.0	68830.0	68820.0	serC-pheA-hisC2-PA14_23310-cmk
PA14_46510	2		474.2524036633805	26354.285714285714	25950.0	10.0	53650.0	53640.0	PA14_46520-PA14_46510
PA14_03400	33		27.880812896529697	8740.190476190477	115.0	10.0	45630.0	45620.0	PA14_03400-PA14_03390
PA14_29330	2		163.334114337654	26354.285714285714	25950.0	10.0	53650.0	53640.0
PA14_39470	28		657.2700004433675	16129.70588235294	15605.0	10.0	38240.0	38230.0
PA14_46460	27		424.89025262313646	20392.197802197803	12310.0	10.0	53940.0	53930.0
PA14_71830	1		92.23428648531605	25147.2	21450.0	70.0	70860.0	70790.0	PA14_71850-PA14_71840-PA14_71830
PA14_59400	37		562.7551279321785	1143.6190476190477	80.0	10.0	8230.0	8220.0
PA14_59910	12		46.85102377666705	391.3235294117647	275.0	10.0	1010.0	1000.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_22280	1		45.79795774839219	25147.2	21450.0	70.0	70860.0	70790.0
PA14_59270	11	pilO2	42.55645337121345	427.7922077922078	370.0	10.0	1090.0	1080.0	pilL2-pilN2-pilO2-pilP2-pilQ2-pilR2-pilS2-pilT2-pilV2-pilM2
PA14_43090	24		29.349193546136	17593.333333333332	15970.0	10.0	40790.0	40780.0	PA14_43080-PA14_43090-PA14_43100
PA14_59950	11		24.583940183869352	427.7922077922078	370.0	10.0	1090.0	1080.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_31040	25		132.8463082872695	40.0	25.0	10.0	90.0	80.0	PA14_31040-PA14_31030-PA14_31010-PA14_31000-PA14_30990-PA14_30980
PA14_69510	0		436.79403999744443	27627.636363636364	32120.0	10.0	58560.0	58550.0
PA14_59570	24		16.430468732334546	17593.333333333332	15970.0	10.0	40790.0	40780.0	PA14_59560-PA14_59570-PA14_59580
PA14_15660	27		51.33750153166475	20392.197802197803	12310.0	10.0	53940.0	53930.0
PA14_19600	16		130.288469137347	26922.012012012012	23935.0	10.0	68830.0	68820.0	PA14_19610-PA14_19600
PA14_35940	26		21.82416729446625	38.0	30.0	10.0	80.0	70.0
PA14_03320	27		321.374921299215	20392.197802197803	12310.0	10.0	53940.0	53930.0	PA14_03340-PA14_03330-PA14_03320
PA14_24190	20		74.848078158143	16997.875	13987.5	10.0	54550.0	54540.0	PA14_24180-PA14_24190
PA14_35820	19	tnpS	840.9024695145383	11189.333333333334	50.0	10.0	31470.0	31460.0	tnpS-PA14_35810-PA14_35800
PA14_21830	6		138.7544779981775	19600.46783625731	17670.0	30.0	54330.0	54300.0
PA14_62040	17		286.9281361253825	16672.402597402597	16010.0	10.0	52555.0	52545.0	PA14_62040-PA14_62030-PA14_62020
PA14_44230	36		10.7117410460017	14603.333333333334	12995.0	10.0	39890.0	39880.0
PA14_64430	16		71.53310027596964	26922.012012012012	23935.0	10.0	68830.0	68820.0
PA14_07460	16		45.117898887967456	26922.012012012012	23935.0	10.0	68830.0	68820.0
PA14_10830	20		138.35124250582447	16997.875	13987.5	10.0	54550.0	54540.0
PA14_55060	27		96.73292673435886	20392.197802197803	12310.0	10.0	53940.0	53930.0	PA14_55070-PA14_55060
PA14_15750	6		53.28786639468319	19600.46783625731	17670.0	30.0	54330.0	54300.0	purL-PA14_15750
PA14_15445	14	merE	25.708835128953453	37.67857142857143	25.0	5.0	110.0	105.0	merA-merD-merE-PA14_15435
PA14_35990	26		11.777296100135949	38.0	30.0	10.0	80.0	70.0	PA14_35990-PA14_35980-PA14_35970-PA14_35950
PA14_36010	30		76.40777713232265	1985.357142857143	130.0	10.0	7770.0	7760.0	PA14_36030-PA14_36020-PA14_36010
PA14_13200	1		62.891266965236056	25147.2	21450.0	70.0	70860.0	70790.0
PA14_15590	10		2014.6304220552151	99.25	80.0	10.0	260.0	250.0	PA14_15590-PA14_15600
PA14_60030	22		955.071433408394	486.53846153846155	460.0	5.0	1220.0	1215.0
PA14_59770	38	rcsB	212.90501927806952	275.45454545454544	165.0	10.0	970.0	960.0	PA14_59800-pvrR-rcsC-rcsB
PA14_35750	17		107.6972512194915	16672.402597402597	16010.0	10.0	52555.0	52545.0	PA14_35740-PA14_35750
PA14_55090	18		177.9741865948145	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_55080-PA14_55090
PA14_10050	23		9.112763927692585	9667.857142857143	65.0	10.0	25680.0	25670.0	PA14_10080-PA14_10070-PA14_10050
PA14_23380	28	orfH	3617.298629273635	16129.70588235294	15605.0	10.0	38240.0	38230.0
PA14_23410	28	orfJ	999.9036708229285	16129.70588235294	15605.0	10.0	38240.0	38230.0
PA14_33300	8		296.529357754818	152.38095238095238	30.0	10.0	500.0	490.0	PA14_33330-PA14_33320-PA14_33310-PA14_33300
PA14_49010	33		12.2355428994944	8740.190476190477	115.0	10.0	45630.0	45620.0	PA14_49010-PA14_49000-PA14_48990-PA14_48980
PA14_59680	32		8.322601160515664	487.57575757575756	655.0	10.0	1030.0	1020.0	PA14_59640-PA14_59650-PA14_59660-PA14_59670-PA14_59680-PA14_59690-PA14_59700
PA14_16510	1		894.8285882960095	25147.2	21450.0	70.0	70860.0	70790.0
PA14_59340	12	pilT2	48.2761990924973	391.3235294117647	275.0	10.0	1010.0	1000.0	pilL2-pilN2-pilO2-pilP2-pilQ2-pilR2-pilS2-pilT2-pilV2-pilM2
PA14_08110	16		39.67619990227236	26922.012012012012	23935.0	10.0	68830.0	68820.0	PA14_08070-PA14_08090-PA14_08100-PA14_08110
PA14_28610	16		105.54577887350351	26922.012012012012	23935.0	10.0	68830.0	68820.0	PA14_28620-PA14_28610
PA14_59930	11		17.0173297713861	427.7922077922078	370.0	10.0	1090.0	1080.0	PA14_59860-PA14_59870-PA14_59880-PA14_59890-PA14_59900-PA14_59910-PA14_59920-PA14_59930-PA14_59940-PA14_59950-PA14_59960
PA14_27700	4		26.625272002147405	30.178571428571427	27.5	5.0	70.0	65.0	PA14_27700-PA14_27690
PA14_59370	22		256.56635343922403	486.53846153846155	460.0	5.0	1220.0	1215.0
PA14_66875	17	phaF	5522.661171679705	16672.402597402597	16010.0	10.0	52555.0	52545.0	PA14_66880-phaF
PA14_27675	4		45.109210930987246	30.178571428571427	27.5	5.0	70.0	65.0	PA14_27680-PA14_27675
PA14_59020	32		20.4282590056169	487.57575757575756	655.0	10.0	1030.0	1020.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_28750	24		50.7931983902387	17593.333333333332	15970.0	10.0	40790.0	40780.0
PA14_69540	24		29.5041256734336	17593.333333333332	15970.0	10.0	40790.0	40780.0	PA14_69550-PA14_69540-PA14_69520
PA14_55240	16		30.00154391595354	26922.012012012012	23935.0	10.0	68830.0	68820.0
PA14_46530	2		144.06959629306448	26354.285714285714	25950.0	10.0	53650.0	53640.0
PA14_23400	28		1311.26048640619	16129.70588235294	15605.0	10.0	38240.0	38230.0	orfE-PA14_23400
PA14_28770	31		540.9794587900449	17898.848484848484	15185.0	10.0	55574.0	55564.0
PA14_35780	19		599.354172603425	11189.333333333334	50.0	10.0	31470.0	31460.0	PA14_35790-PA14_35780
PA14_15470	14	merP	75.87511175838925	37.67857142857143	25.0	5.0	110.0	105.0
PA14_23350	31	orfA	810.603174347357	17898.848484848484	15185.0	10.0	55574.0	55564.0
PA14_03163	21		2846.7577770331	17390.733333333334	17730.0	10.0	51917.0	51907.0	PA14_03163-PA14_03166
PA14_13860	0		13.700365084416852	27627.636363636364	32120.0	10.0	58560.0	58550.0
PA14_33310	8		517.68266830978	152.38095238095238	30.0	10.0	500.0	490.0	PA14_33330-PA14_33320-PA14_33310-PA14_33300
PA14_55000	18		31.77934052494645	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_55000-PA14_55020-PA14_55030-PA14_55040
PA14_59630	5		224.01955704621102	396.0833333333333	445.0	10.0	1020.0	1010.0	PA14_59630-PA14_59620
PA14_54910	18		62.11410551590165	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_54920-PA14_54910
PA14_46570	29		207.45710738502748	3764.6666666666665	1860.0	10.0	15680.0	15670.0	PA14_46570-PA14_46580-PA14_46590-PA14_46600
PA14_03390	2		52.03899843781065	26354.285714285714	25950.0	10.0	53650.0	53640.0	PA14_03400-PA14_03390
PA14_59170	38		192.96858931298402	275.45454545454544	165.0	10.0	970.0	960.0
PA14_31150	17		106.8081020698545	16672.402597402597	16010.0	10.0	52555.0	52545.0
PA14_59090	22		102.06283013636249	486.53846153846155	460.0	5.0	1220.0	1215.0	PA14_59000-PA14_59010-PA14_59020-PA14_59030-PA14_59050-PA14_59060-PA14_59070-PA14_59090-PA14_59100-PA14_59110-PA14_59120
PA14_61340	16		35.892901305205356	26922.012012012012	23935.0	10.0	68830.0	68820.0	PA14_61350-PA14_61340
PA14_13220	36		28.31568122434725	14603.333333333334	12995.0	10.0	39890.0	39880.0
PA14_48500	34		65.53289747648671	25376.0	14945.0	10.0	55970.0	55960.0
PA14_15400	10		96.07344692884985	99.25	80.0	10.0	260.0	250.0	repA-PA14_15400
PA14_14300	20		36.146664800555804	16997.875	13987.5	10.0	54550.0	54540.0	PA14_14310-PA14_14300
PA14_21260	15		755.1558111879035	27600.809523809523	24515.0	150.0	72420.0	72270.0
PA14_48460	29		27.50550711234415	3764.6666666666665	1860.0	10.0	15680.0	15670.0	PA14_48490-PA14_48470-PA14_48460-PA14_48450
PA14_30860	7		15.122227950766352	2085.75	170.0	10.0	15750.0	15740.0	PA14_30880-PA14_30870-PA14_30860-PA14_30850
PA14_15480	14	merR	416.90966858626155	37.67857142857143	25.0	5.0	110.0	105.0
PA14_13970	0		49.165559633370705	27627.636363636364	32120.0	10.0	58560.0	58550.0	PA14_13970-PA14_13960
PA14_35700	28		131.47963464350352	16129.70588235294	15605.0	10.0	38240.0	38230.0
PA14_59720	38	cupD2	11.3192157278543	275.45454545454544	165.0	10.0	970.0	960.0
PA14_53570	24		85.5321295531632	17593.333333333332	15970.0	10.0	40790.0	40780.0
PA14_14550	31		1079.0595862193102	17898.848484848484	15185.0	10.0	55574.0	55564.0	PA14_14540-PA14_14550
PA14_28260	30		123.5533440468705	1985.357142857143	130.0	10.0	7770.0	7760.0
PA14_63420	1		14.008027282249898	25147.2	21450.0	70.0	70860.0	70790.0
PA14_35880	30		93.2495767810883	1985.357142857143	130.0	10.0	7770.0	7760.0	PA14_35860-PA14_35880
PA14_22130	33		10.69284721057985	8740.190476190477	115.0	10.0	45630.0	45620.0	PA14_22130-PA14_22120
PA14_35830	9	tnpT	661.1303655800106	13.333333333333334	10.0	10.0	20.0	10.0	tnpT-PA14_35840-PA14_35850
PA14_28780	31		116.124206142026	17898.848484848484	15185.0	10.0	55574.0	55564.0
PA14_03370	2		236.6517588782065	26354.285714285714	25950.0	10.0	53650.0	53640.0
PA14_54970	18		70.09864372666596	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_54980-PA14_54970
PA14_53450	15		110.6183158321455	27600.809523809523	24515.0	150.0	72420.0	72270.0	PA14_53450-PA14_53470-pta
PA14_56970	1		37.8982671804286	25147.2	21450.0	70.0	70860.0	70790.0	PA14_56980-PA14_56970
PA14_51540	1		160.6178740828685	25147.2	21450.0	70.0	70860.0	70790.0
PA14_40750	17		78.1016763398372	16672.402597402597	16010.0	10.0	52555.0	52545.0
PA14_58980	32		8.684960034112834	487.57575757575756	655.0	10.0	1030.0	1020.0	PA14_58910-PA14_58920-PA14_58930-PA14_58940-PA14_58950-PA14_58960-PA14_58970-PA14_58980-PA14_58990
PA14_10980	0		49.975083484555455	27627.636363636364	32120.0	10.0	58560.0	58550.0
PA14_22140	33		34.512221376887155	8740.190476190477	115.0	10.0	45630.0	45620.0
PA14_46550	21		323.734321318942	17390.733333333334	17730.0	10.0	51917.0	51907.0
PA14_28230	23		20.031912709820702	9667.857142857143	65.0	10.0	25680.0	25670.0
PA14_03250	18		456.2788295648325	18430.0395256917	120.0	5.0	51840.0	51835.0	PA14_03250-PA14_03265
PA14_55070	27		73.94085052035675	20392.197802197803	12310.0	10.0	53940.0	53930.0	PA14_55070-PA14_55060
PA14_39925	13	phzD2	2.414958777939	21014.375	18915.0	10.0	61000.0	60990.0	phzB2-phzC2-phzD2-phzE2-phzF2-phzG2
PA14_45260	6		74.03209766334734	19600.46783625731	17670.0	30.0	54330.0	54300.0	ccmC-PA14_45340-ccmE-ccmF-ccmG-ccmH-cycH-PA14_45260
PA14_32810	29		21.375671402271802	3764.6666666666665	1860.0	10.0	15680.0	15670.0
PA14_51520	17	spcU	550.432259083207	16672.402597402597	16010.0	10.0	52555.0	52545.0	exoU-spcU
PA14_15380	10	repA	32.957474502743594	99.25	80.0	10.0	260.0	250.0	repA-PA14_15400
