	corr to exoU	gene name	label
PA14_54590	0.08687879901679676	ung	core
PA14_54580	-0.04933899044325005		core
PA14_54570	-0.029913686559980564		core
PA14_54550	-0.04239730510716063		core
PA14_54540	0.002215608423268772		core
PA14_54520	-0.02815225857303558		core
PA14_54510	0.0212210097952618		core
PA14_54500	-0.08289381477215133		core
PA14_54490	-0.078215328571121		core
PA14_54480	0.059615427150864674		core
PA14_54470	0.02939958021041857		core
PA14_54460	0.11814205713335928		acc
PA14_54450	0.03144406642791946	nadB	core
PA14_54430	-0.020874715378639944	algU	core
PA14_54420	0.06525826087981848	mucA	core
PA14_54410	-0.00043592358854629087	mucB	core
PA14_54400	-0.013166028312394924	mucC	core
PA14_54390	-0.025185143404737858	mucD	core
PA14_54370	0.012820519723737224	lepA	core
PA14_54350	-0.007130041030798888	lepB	core
PA14_54340	0.09211382161746763		core
PA14_54330	-0.08260854634426519	rnc	core
PA14_54320	-0.021562678870470302	era	core
PA14_54300	-0.1640719279661763	recO	core
PA14_54290	-0.11280402213384977	pdxJ	core
PA14_54270	-0.028655929681098032		core
PA14_54260	0.0664664843004264		core
PA14_54240	0.011527993107296441		core
PA14_54230	-0.10786233842539557		core
PA14_54220	-0.09668702582424396	icp	core
PA14_54210	-0.11714213609975348		core
PA14_54190	-0.11963278690879033	pruR	core
PA14_54180	0.24218762030305102		core
PA14_54170	-0.08358059535855397	putA	core
PA14_54150	-0.070927134196856	putP	core
PA14_54130	-0.10319510433229057		core
PA14_54120	0.0017800931604390836		core
PA14_54110	-0.10475708188886178		core
PA14_54090	0.12000225671738117		core
PA14_54080	0.09286968390574596		core
PA14_54070	-0.059691495733246426		acc
PA14_54050	-0.10068279622956834		acc
PA14_54040	-0.16835467651682398		core
PA14_54030	-0.09631263377726523		core
PA14_54010	0.10459767844458304		core
PA14_54000	0.022825274374233016	prpD	core
PA14_53980	0.038015531895899145		core
PA14_53970	0.039561816458237885		core
PA14_53950	0.16509609060888208	prpC	core
PA14_53940	0.06428540390857182	prpB	core
PA14_53920	-0.03877450650664159		core
PA14_53910	-0.0183679862633934	pmtA	core
PA14_53900	-0.014540547132803543		core
PA14_53890	-0.036900638086287615		core
PA14_53880	-0.06953885544277667		core
PA14_53870	0.006306340166801312		core
PA14_53860	0.08619188061711505		core
PA14_53850	0.1266120211142825		core
PA14_53840	-0.06583272209686912		core
PA14_53830	-0.08128678682589692		core
PA14_53820	-0.07228924768665865		core
PA14_53810	-0.12330937306272527		core
PA14_53800	-0.15575939961118204	mntH2	core
PA14_53790	-0.08542440704015425		core
PA14_53780	-0.06302483395397643		core
PA14_53770	-0.10270460523272006		core
PA14_53750	-0.06631654080694792		core
PA14_53740	-0.15430957352578306		core
PA14_53730	0.10708890735359428		core
PA14_53720	0.11495453375155572		core
PA14_53700	0.003433852090751173		core
PA14_53690	-0.1635302506052587		core
PA14_53680	0.013344059941276366		acc
PA14_53670	0.056572988465531576		core
PA14_53660	0.12920367627103474		core
PA14_53650	0.03151339088285266		core
PA14_53640	0.01775235504373056		core
PA14_53630	0.030671595368843275		core
PA14_53620	-0.010759151446601941		core
PA14_53610	0.0978755936616567		acc
PA14_53600	0.09507101514555484		acc
PA14_53590	0.13460062541196538		acc
PA14_53580	0.06305945114362163		acc
PA14_53570	0.021155422118007087		acc
PA14_53560	0.0006395109798133445		core
PA14_53550	-0.06437426435695033		core
PA14_53540	0.06106844907697088		core
PA14_53530	-0.01997901969058612		core
PA14_53520	-0.1431467854785074	oruR	core
PA14_53510	0.053615913443992025		core
PA14_53500	-0.14378829734460394		core
PA14_53490	-0.02238876162072476		core
PA14_53480	0.02371178376402127	pta	core
PA14_53470	-0.00036499089346852696		core
PA14_53450	-0.042623952117867035		acc
PA14_53430	-0.0698249206889208	slyD	core
PA14_53420	0.10993494000308376		core
PA14_53410	-0.13822930653912804		core
PA14_53400	-0.07614345411603407		core
PA14_53390	-0.06365430264499414		core
PA14_53380	-0.03771638186933375		core
PA14_53370	-0.01419817650898468	plcR	core
PA14_53360	-0.044326063031219866	plcH	core
PA14_53340	-0.056151165747105526		core
PA14_53330	-0.06148383553821288		core
PA14_53310	-0.0910023905060535		core
PA14_53300	0.10067690136232224		core
PA14_53290	0.05500719590217888	trxB2	core
PA14_53270	0.06817735869593604		core
PA14_53260	0.05905289002417891		core
PA14_53250	-0.07539443030933779	cpbD	core
PA14_53230	0.03385098283448907		core
PA14_53220	0.04188764546105024	fumC2	core
PA14_53210	0.045238290402057485		core
PA14_53200	-0.04298301369340432		core
PA14_53190	-0.15770877850810575	bolA	core
PA14_53180	-0.009313383245661886		core
PA14_53160	-0.08624664811646278		core
PA14_53150	-0.11358154621141305		core
PA14_53140	-0.020510875797455662		core
PA14_53120	0.08820297517018913		core
PA14_53110	0.029918385120466476		core
PA14_53100	0.07566178714533597		acc
PA14_53090	0.09743362394105824		core
PA14_53070	0.07683107492693073	hpd	core
PA14_53050	-0.03357462011675009	aroP2	core
PA14_53040	0.09174569215723268		core
PA14_53030	-0.05000860581344453		core
PA14_53020	0.04820585092346995	pbpG	core
PA14_53010	-0.11352975738075427	phhC	core
PA14_53000	-0.11761565186288515	phhB	core
PA14_52990	-0.01942287387986792	phhA	core
PA14_52980	-0.06889159338258061	phhR	core
PA14_52960	0.08526574507162951		core
PA14_52940	0.08845796575598261		core
PA14_52930	0.12874163781081396		core
PA14_52920	0.08958572582576223		core
PA14_52910	0.06838813324047321		core
PA14_52900	0.07087025251559402		core
PA14_52890	-0.028505348994054124		core
PA14_52880	0.0026447495731148174		core
PA14_52870	-0.036136496800316636		core
PA14_52850	-0.02662216961515653		core
PA14_52840	0.03967222031259599		core
PA14_52820	-0.0577401202423897		core
PA14_52810	0.11977137733285725		core
PA14_52800	0.11652386491371915	acsA	core
PA14_52790	-0.021263239088935	aotJ	core
PA14_52780	-0.010845644770185256	aotQ	core
PA14_52770	-0.052112986183647535	aotM	core
PA14_52760	-0.07670059819450863		core
PA14_52750	-0.034074691796187134	aotP	core
PA14_52740	-0.01688548360630321	argR	core
PA14_52730	0.05395768020940215		core
PA14_52720	0.014323513142301618	argD	core
PA14_52700	0.04660052677944167	aruF	core
PA14_52690	0.013520325092799095	aruG	core
PA14_52670	-0.0066235528351350215	astD	core
PA14_52660	-0.018155478607837783	aruB	core
PA14_52640	-0.05663298410479095		core
PA14_52630	-0.006512374385638528	aruE	core
PA14_52610	0.016516236505771685		core
PA14_52600	0.1722902732921497	alaS	core
PA14_52580	0.09113863724262278	lysC	core
PA14_52570	-0.05842114364681965	rsmA	core
PA14_52530	-0.002884436052979777		core
PA14_52520	0.10760403830432833		core
PA14_52510	0.00418464645409003		core
PA14_52500	-0.019410391117545063		core
PA14_52490	0.013184441620698695		core
PA14_52480	-0.0270219376712312		core
PA14_52460	-0.08486305604147178	mgtE	core
PA14_52440	-0.11684650533966905		core
PA14_52430	0.029475528739932932		core
PA14_52420	0.052050602683554666	rimO	core
PA14_52400	-0.015696865641194574	kup	core
PA14_52380	-0.046251348402658654		core
PA14_52370	-0.1408918558136396		core
PA14_52350	-0.08952894117270273		core
PA14_52340	0.030336037739436057		core
PA14_52330	0.025778584303570724		core
PA14_52310	-0.08556012841344078	dinP	core
PA14_52300	-0.07135313343487677		core
PA14_52290	0.04766082041870415		core
PA14_52280	0.010595668031253438		core
PA14_52270	-0.005658098206588329	ldhA	core
PA14_52260	-0.08163850701747975		core
PA14_52250	-0.009777886258714721		core
PA14_52240	-0.037164367900060495		core
PA14_52230	0.08081162268668086		core
PA14_52210	-0.051117234558094825	cysM	core
PA14_52190	0.051276681178581716	rumA	core
PA14_52180	0.1403011897565472	relA	core
PA14_52160	0.03623478484635586	mazG	core
PA14_52150	0.11283775914262875	lpxO2	core
PA14_52140	-0.018489789591403728		core
PA14_52130	0.04098409158098195		core
PA14_52120	0.001307674669652922		acc
PA14_52110	0.05188254089027213		core
PA14_52090	0.0017811618313005554		core
PA14_52080	0.06274840433623922		core
PA14_52070	0.017847306614085682		core
PA14_52060	0.06510308048876158		core
PA14_52050	-0.008466082779863092	purN	core
PA14_52040	0.005319961103392064	purM	core
PA14_52020	0.03632145877543836		core
PA14_52010	0.0011818171535224568		core
PA14_52000	-0.035219965808036685		core
PA14_51990	0.03652459621427717	wrbA	core
PA14_51980	0.0384833787429523		core
PA14_51960	0.13832847602829795		core
PA14_51950	0.18043248892176755		acc-module
PA14_51940	0.126151623121256		core
PA14_51930	0.03194650000186031		core
PA14_51920	0.047631972005697513		core
PA14_51910	-0.008826525211986905		core
PA14_51900	-0.016482019460369562	proS	core
PA14_51890	-0.12063613970741237		core
PA14_51880	0.13395881905449344	oprD	core
PA14_51860	0.05633872217749444		core
PA14_51850	0.05676260784989616		core
PA14_51840	-0.048457622617422334		core
PA14_51830	0.09839668757313692		core
PA14_51820	0.07278623512431298	aspS	core
PA14_51810	0.09809065802323888		core
PA14_51800	-0.08034119906815007	ruvC	core
PA14_51790	-0.06415304976420648	ruvA	core
PA14_51780	-0.08178009501953387	ruvB	core
PA14_51770	-0.03919891948780327		core
PA14_51750	0.06253597963086753	tolQ	core
PA14_51740	-0.05209964064934465	tolR	core
PA14_51730	-0.08716690706039143	tolA	core
PA14_51720	0.001467024418840674	tolB	core
PA14_51710	-0.015199902155110438	oprL	core
PA14_51690	0.013693887984345105		core
PA14_51680	-0.06370879167303953		core
PA14_51670	0.05614637455343439		core
PA14_51650	0.05228040997770159		acc
PA14_51640	-0.010579636013260648		acc
PA14_51630	-0.019662101664342912		core
PA14_51620	-0.021971683840202674		core
PA14_51610	-0.041230836876282914		core
PA14_51600	0.04252044056271614		core
PA14_51590	0.12178395398190504		acc
PA14_51580	-0.0394461468696958		acc
PA14_51570	0.05617099896845765		acc
PA14_51560	0.06505513409620463		acc
PA14_51550	0.1244366681767894		acc-module
PA14_51540	0.10546167112789497		acc
PA14_51530	1.0	exoU	acc-module
PA14_51520	0.7881768944336973	spcU	acc-module
PA14_51510	0.2842966346103419		core
PA14_51500	0.1160298060316682		core
PA14_51490	0.07658066528812836		core
PA14_51480	0.19983644965377506		core
PA14_51470	0.09037116338556572	cupC1	core
PA14_51460	0.02820829814434155	cupC2	core
PA14_51450	0.05132869126915507	cupC3	core
PA14_51440	0.031059807581165333	ogt	core
PA14_51430	-0.09568368397680202	pqsA	core
PA14_51420	-0.05026174042844209	pqsB	core
PA14_51410	-0.0075650600518114355	pqsC	core
PA14_51390	-0.012669318500670436	pqsD	core
PA14_51380	-0.0357667956718488	pqsE	core
PA14_51360	-0.003459357887340723	phnA	core
PA14_51350	-0.006975633700051425	phnB	core
PA14_51340	0.04797994051742145	mvfR	core
PA14_51330	-0.04037305150056976	nadA	core
PA14_51320	0.02433220754989513		core
PA14_51310	0.08609077860420092		core
PA14_51300	-0.009884341640189752		core
PA14_51290	-0.037748317664487864	bcp	core
PA14_51280	-0.009833657373958		core
PA14_51270	0.07806915238975877	dapA	core
PA14_51260	0.0981424921620374		core
PA14_51250	0.003982272606429733		core
PA14_51240	0.11115596282617893	purC	core
PA14_51220	0.06457586754790323		core
PA14_51200	-0.04883730255473278		acc
PA14_51190	-0.02736011002701525		core
PA14_51170	0.00909305434807534	pauA	core
PA14_51160	0.06084398471895321		core
PA14_51150	-0.05244694952659546	mucK	core
PA14_51120	-0.04782530955929815		core
PA14_51110	-0.050917127830131054		core
PA14_51100	-0.02520903251482948		core
PA14_51090	-0.03578180813857056		core
PA14_51080	-0.04837271051241613		core
PA14_51070	-0.03552016098822292		core
PA14_51060	0.024633129708712717		core
PA14_51050	-0.05319773147716373		core
PA14_51040	-0.07834197101569199		core
PA14_51020	-0.027598911097829592		core
PA14_51010	0.02622396820712897		core
PA14_51000	-0.09058405232587127		core
PA14_50980	-0.07173101486010877	pac	core
PA14_50970	0.14979711604076376		core
PA14_50950	-0.004273907009361452		core
PA14_50940	0.028151211454156038		core
PA14_50930	0.026900378437490914		core
PA14_50920	0.178675985678332		core
PA14_50910	0.10035914013009647		core
PA14_50900	0.08843033258012792		core
PA14_50890	-0.03492755462593428		core
PA14_50880	0.15460858220421822		core
PA14_50870	0.08341242011200391		core
PA14_50860	0.05580279160566429		core
PA14_50850	0.0820565821031495		core
PA14_50840	-0.03514074261635502	dinG	core
PA14_50830	-0.0650302589512081		core
PA14_50820	0.08419834683034215		core
PA14_50810	-0.07687388072938815		core
PA14_50800	-0.10868727025956476	pdxH	core
PA14_50790	0.062217158730844074		core
PA14_50770	-0.01832981423927049		core
PA14_50760	0.02137245886677713		core
PA14_50750	-0.11708587230629312		acc
PA14_50740	-0.08370122475999757		core
PA14_50730	-0.00012685556482116588	shaF	core
PA14_50720	0.0033106663795583386	shaE	core
PA14_50710	0.0136254590303436	shaD	core
PA14_50700	-0.033918456730736436	shaC	core
PA14_50690	-0.02261114288628543	shaB	core
PA14_50680	-0.03605040335987688	shaA	core
PA14_50670	0.020788926414834756		core
PA14_50660	-0.005762908051240758		core
PA14_50650	0.08054981490520355		core
PA14_50640	0.07493946770934573		core
PA14_50630	0.1180074914755272		core
PA14_50620	0.023602134729195152		core
PA14_50610	0.0621826615764358		core
PA14_50600	0.003362318279233325		core
PA14_50590	-0.055405174337693236		core
PA14_50570	-0.02703876240282815		core
PA14_50560	-0.02064816921110096	braG	core
PA14_50550	0.011389675815085673	livG	core
PA14_50540	0.01818284929547146	livM	core
PA14_50530	0.027326024701093802	braD	core
PA14_50520	0.16827708919633652	braC	core
PA14_50510	0.042823470685601314		core
PA14_50500	-0.031419374066730864		core
PA14_50480	0.06450469746916819	flgB	core
PA14_50470	0.12049805064887455	flgC	core
PA14_50460	0.12687564923752684	flgD	core
PA14_50450	0.1710485309484659	flgE	core
PA14_50440	0.10080617148686884	flgF	core
PA14_50430	0.14548459031002894	flgG	core
PA14_50420	0.08541572888447438	flgH	core
PA14_50410	0.0734672945544534	flgI	core
PA14_50380	0.07477340982637684	flgJ	core
PA14_50360	0.10304783799481393	flgK	core
PA14_50340	0.04924465184844242	flgL	core
PA14_50330	-0.03624003699550468		core
PA14_50320	-0.06497118650577262		core
PA14_50310	-0.04610957403500556		core
PA14_50300	-0.08238184622692535		core
PA14_50290	0.046446760560349284	fliC	core
PA14_50280	-0.007696856352281077		core
PA14_50270	0.057053532782863375	fliD	core
PA14_50250	-0.031659509995809215	fliS	core
PA14_50240	-0.0657294679228155		core
PA14_50220	0.09331098072934978	fleQ	core
PA14_50200	0.01613206406109318	fleS	core
PA14_50180	0.1235367530140206	fleR	core
PA14_50160	0.1137118768734695	fliE	core
PA14_50140	0.047209651535682656	fliF	core
PA14_50130	0.08175144891864639	fliG	core
PA14_50110	0.024485430201685456	fliH	core
PA14_50100	0.0283810402302102	fliI	core
PA14_50080	-0.08905782983445942	fliJ	core
PA14_50070	0.009507051335201971		core
PA14_50060	0.0113735469805475		core
PA14_50050	-0.0015572649176541808		core
PA14_50040	-0.015418457299872047		core
PA14_50030	0.04740457027277031		core
PA14_50020	0.006837876652048433		core
PA14_50010	0.018435435427708133		core
PA14_50000	-0.03800401708127221		acc
PA14_49990	0.14021165290901486		acc-module
PA14_49970	0.04045565006994541		core
PA14_49960	0.010796883254439187		core
PA14_49940	0.06677621991267976		core
PA14_49930	-0.0866065016870286		core
PA14_49920	0.0789095884050694		core
PA14_49910	0.032017743941512584		core
PA14_49900	0.061702819496142224		core
PA14_49890	-0.0353739984301172	tpbB	core
PA14_49880	0.023614124004534345		core
PA14_49870	0.11941391236711983		core
PA14_49860	0.06734308658826728		acc
PA14_49850	-0.002197722302807072		core
PA14_49840	0.06420768553976121	dgt	core
PA14_49820	0.023107835963275796		core
PA14_49810	0.1340738359799871		core
PA14_49800	0.04148223120106133		core
PA14_49790	0.08720163212841688		core
PA14_49780	0.05354050316336145		core
PA14_49760	-0.048371079762157064	rhlC	core
PA14_49750	-0.09661456251752733		core
PA14_49740	-0.04282802850461884		core
PA14_49730	0.024891579055723333		core
PA14_49720	0.008374712623691064		core
PA14_49710	-0.008121413711639628		core
PA14_49700	-0.018330577813209792		core
PA14_49690	-0.17651801121239066		core
PA14_49680	0.11903470570475495		core
PA14_49660	0.029158552606354186		core
PA14_49650	0.1601128183526824		core
PA14_49640	-0.0473662866233615		core
PA14_49630	0.0030340971179874327		core
PA14_49620	-0.08100735454050975		core
PA14_49610	0.0026307444820552212		core
PA14_49590	-0.027675836638679185		core
PA14_49580	0.051419587678327966		core
PA14_49570	0.12690390055253192		core
PA14_49560	0.07508054939956588	toxA	core
PA14_49540	0.0812583525920771		acc
PA14_49530	0.13079202110031504		core
PA14_49520	-0.022054882056084	pyoS3A	acc
PA14_49510	0.048728835373200906	pyoS3I	acc
PA14_49500	-0.04042825177351824		core
PA14_49480	0.02706770203190503		acc
PA14_49470	-0.1233034142883476	nrdB	core
PA14_49460	-0.05171774062721255	nrdA	core
PA14_49440	0.060312128714649915		core
PA14_49420	-0.06600402992300622		core
PA14_49410	-0.14282766531016736		core
PA14_49400	-0.04941539770494058		core
PA14_49390	-0.07139935523804875	rrmA	core
PA14_49380	-0.039114306106393916	dapE	core
PA14_49360	0.010027532854188491		core
PA14_49350	0.07833940349858964		core
PA14_49340	0.041667941927471856	pcpS	core
PA14_49330	-0.020891220624805397		core
PA14_49320	-0.12887842623609458		core
PA14_49310	0.03652627166138277		core
PA14_49300	0.13237137933731022		core
PA14_49290	0.024246677102324476		core
PA14_49280	0.07278322063523908		core
PA14_49270	0.08040734307250604	napc	core
PA14_49260	-0.004473802114512685	napB	core
PA14_49250	0.0745498889887757	napA	core
PA14_49230	0.050435399166231416	napD	core
PA14_49220	0.018764381240340692	napF	core
PA14_49210	0.032044232869090465	napE	core
PA14_49200	0.10510047353179376	oprH	core
PA14_49180	0.08523052113261573	phoP	core
PA14_49170	0.055806514770107146	phoQ	core
PA14_49160	0.0009281087036670881		core
PA14_49150	0.0845592497219385		core
PA14_49130	0.06843436737147808	dctA	core
PA14_49110	-0.032437048137571166		core
PA14_49100	-0.022708331132103462		core
PA14_49090	0.002174640222571753		core
PA14_49080	-0.0972181046132272		core
PA14_49070	0.11982792861287828		core
PA14_49060	0.06973649459678043		core
PA14_49050	0.05052963872081442		core
PA14_49040	-0.0564147550819634		core
PA14_49030	0.07158822921658375		acc
PA14_49020	-0.06524403279504792		acc
PA14_49010	0.02713737719872803		acc
PA14_49000	0.008034350035511527		core
PA14_48990	0.02301857742610412		core
PA14_48980	0.07880957459028333		core
PA14_48970	-0.01486211536326459		core
PA14_48960	0.012708941550092329		core
PA14_48950	0.10375594274423376		core
PA14_48940	0.11799271737615265	coaB	core
PA14_48930	0.0216929326802686		core
PA14_48920	-0.06577546431944363		core
PA14_48910	-0.025131449774329198		core
PA14_48900	-0.032471405243053315		acc
PA14_48890	0.03560568862862297		core
PA14_48880	-0.008270531519431929		core
PA14_48870	0.13153424454930834		core
PA14_48860	-0.050073176382810114		core
PA14_48850	0.0845946698423727		core
PA14_48840	0.027614274389977586		core
PA14_48830	0.02218075396288016		core
PA14_48810	0.054814171510048866		core
PA14_48800	-0.06907859622082815		core
PA14_48790	-0.10212438407784376		core
PA14_48780	-0.06922472472814854		core
PA14_48770	-0.017097737521390897		core
PA14_48760	0.02726892226617058		core
PA14_48750	0.02416694029956841		core
PA14_48740	0.05877562620128227		core
PA14_48730	-0.04384598124871783		core
PA14_48710	0.00038311989906941767		core
PA14_48700	-0.02069916683011689	kefB	core
PA14_48680	0.02763525467033862		core
PA14_48660	0.051560363326103725		core
PA14_48650	-0.02662806371032717		core
PA14_48640	0.11546821906468127		core
PA14_48630	0.09123428902973647		core
PA14_48620	0.03647236034611615		core
PA14_48610	0.05717717692626526		core
PA14_48600	0.05488627799180091		core
PA14_48590	0.1062376106660728		core
PA14_48570	0.058481133785728015		core
PA14_48560	0.060388050677519865		core
PA14_48550	-0.045950760625498605		core
PA14_48540	0.03633439312211156		core
PA14_48530	-0.023556102750447238		core
PA14_48520	-0.15700457523206315		core
PA14_48510	0.11282164872459215		acc
PA14_48500	0.002291112706889187		acc
PA14_48490	0.02761176755842035		acc
PA14_48470	0.005717966958643653		acc
PA14_48460	-0.007446961217138883		acc
PA14_48450	-0.034368158089308966		acc
PA14_48440	-0.03426780234368938		core
PA14_48420	-0.05153413472158947		core
PA14_48410	-0.017093661817382127		core
PA14_48400	-0.024436824108442282		core
PA14_48390	0.12664863886969305		core
PA14_48380	-0.014135047326684637		core
PA14_48350	-0.03950317581260217		core
PA14_48340	0.017242627714611415		core
PA14_48330	0.07899534764529549		core
PA14_48320	0.07336853084470267		core
PA14_48310	0.11781761461957585		core
PA14_48300	-0.019866873068736038		core
PA14_48280	0.010689477066713178		core
PA14_48240	-0.020122182748244163		core
PA14_48230	-0.08331905278050585		acc
PA14_48210	0.012502036136546659		core
PA14_48200	0.07218399071435191		core
PA14_48190	0.04285106546109107		core
PA14_48170	-0.044934605717341335		core
PA14_48160	-0.02663279541603349		core
PA14_48150	-0.039594342662417466		core
PA14_48140	0.058160151575925766		core
PA14_48100	-0.06554825400222647	aprE	core
PA14_48090	-0.0387551854891206	aprF	core
PA14_48060	0.019373737289778453	aprA	core
PA14_48040	-0.06303458288823853	aprI	core
PA14_48030	-0.07206517819649037		core
PA14_48020	0.08175663717457353		core
PA14_48010	0.06508918320301718		core
PA14_48000	0.027754810809131503		core
PA14_47970	0.08785357786701804		core
PA14_47960	0.02320341892413321		core
PA14_47950	0.06799062722745478		core
PA14_47940	0.08417564892413049		core
PA14_47930	-0.0023565043138051465		core
PA14_47920	0.003827783490185899		core
PA14_47910	0.03747965026784368		core
PA14_47900	0.024275689368224003		core
PA14_47890	0.02262126601523951		core
PA14_47880	-0.09840129343798036		core
PA14_47870	-0.04346575642779213		core
PA14_47860	-0.05921027113257581		core
PA14_47850	-0.012604408552452722		core
PA14_47840	-0.04871418059740105		core
PA14_47820	-0.05511278955914148		core
PA14_47810	0.040511661006885316		core
PA14_47800	-0.004851627747991075		core
PA14_47790	-0.008765093125099066	cobO	core
PA14_47760	0.053572938843227384	cobB	core
PA14_47750	0.011861379782288062		core
PA14_47730	-0.007430161844362275	cobD	core
PA14_47720	0.01993533343399157	cobC	core
PA14_47690	-0.03413161174112785	cobQ	core
PA14_47680	-0.08519077621837362	cobU	core
PA14_47670	0.019170233395956412	cobT	core
PA14_47660	0.011699330224835882		core
PA14_47650	0.02958865622103682	cobS	core
PA14_47640	-0.1267185913089489		core
PA14_47610	-0.06923051510342093		core
PA14_47600	0.03687239122195077		core
PA14_47580	0.00891522072398008		core
PA14_47560	0.08550589678724131		core
PA14_47550	0.05210556198372332		core
PA14_47540	0.008001087953392204		core
PA14_47530	0.0638114334622211		core
PA14_47520	0.11551961420892885		core
PA14_47510	0.057244714286732425		core
PA14_47500	-0.012475303759381369	sseA	core
PA14_47490	-0.06221923414681922		core
PA14_47460	0.05012412549057582	rnd	core
PA14_47450	0.027989995115414633		core
PA14_47440	0.01652441744217066		core
PA14_47430	0.07420976329311636		core
PA14_47420	0.05698852535057013		core
PA14_47410	-0.009465523599500687		core
PA14_47400	0.04262990642655127		core
PA14_47390	0.10376567908257273		core
PA14_47380	0.021816554413897283		core
PA14_47370	0.06680735395950392		core
PA14_47360	0.0017314891673582055		core
PA14_47350	-0.06186952116636009		core
PA14_47340	0.02999940594679762		core
PA14_47330	-0.02284974173811832		core
PA14_47320	-0.008567417437754523		core
PA14_47310	0.029562700596157718		core
PA14_47300	-0.0696288458613865	phnW	core
PA14_47280	-0.0615782742913985	phnX	core
PA14_47270	0.05015835168380745		core
PA14_47260	-0.11487806934945625		core
PA14_47250	0.062278046281368474		core
PA14_47240	0.023785147875383928		core
PA14_47230	0.045167294732991		core
PA14_47210	0.04290966558600756	cyoA	core
PA14_47190	0.1291857582892507	cyoB	core
PA14_47180	0.08923967040724944	cyoC	core
PA14_47160	0.10797001979822614	cyoD	core
PA14_47150	0.0762506153661018	cyoE	core
PA14_47140	0.016198475868120354		core
PA14_47130	0.09379910333927853		core
PA14_47120	0.020044122843173702		core
PA14_47110	-0.047970036324435215		core
PA14_47100	0.027135392597156898	ilvA2	core
PA14_47090	0.0429755618131589		core
PA14_47080	-0.007337030734185773		core
PA14_47070	-0.11432704342892497		core
