	module id
PA14_40040	1.0
PA14_40030	1.0
PA14_40020	1.0
PA14_40010	1.0
PA14_39990	1.0
PA14_39980	6.0
PA14_39970	60.0
PA14_39960	60.0
PA14_39910	0.0
PA14_39880	60.0
PA14_39870	1.0
PA14_39860	1.0
PA14_39850	1.0
PA14_39830	1.0
PA14_39820	1.0
PA14_39810	33.0
PA14_39800	33.0
PA14_39790	48.0
PA14_39780	10.0
PA14_39770	11.0
PA14_39750	1.0
PA14_39730	1.0
PA14_39720	1.0
PA14_39710	4.0
PA14_39700	4.0
PA14_39690	4.0
PA14_39670	1.0
PA14_39660	1.0
PA14_39650	52.0
PA14_39640	1.0
PA14_39630	1.0
PA14_39620	6.0
PA14_39610	2.0
PA14_39590	4.0
PA14_39580	4.0
PA14_39570	1.0
PA14_39560	17.0
PA14_39540	17.0
PA14_39530	13.0
PA14_39520	13.0
PA14_39500	42.0
PA14_39480	23.0
PA14_39470	35.0
PA14_39460	11.0
PA14_39440	1.0
PA14_39420	51.0
PA14_39410	11.0
PA14_39390	3.0
PA14_39360	3.0
PA14_39350	40.0
PA14_39330	41.0
PA14_39320	5.0
PA14_39300	41.0
PA14_39280	39.0
PA14_39270	10.0
PA14_39260	1.0
PA14_39250	1.0
PA14_39240	1.0
PA14_39230	1.0
PA14_39220	1.0
PA14_39210	1.0
PA14_39200	1.0
PA14_39190	36.0
PA14_39180	1.0
PA14_39160	1.0
PA14_39150	1.0
PA14_39140	4.0
PA14_39130	8.0
PA14_39110	1.0
PA14_39100	26.0
PA14_39090	26.0
PA14_39080	3.0
PA14_39070	0.0
PA14_39060	51.0
PA14_39050	1.0
PA14_39020	1.0
PA14_39010	1.0
PA14_39000	6.0
PA14_38990	6.0
PA14_38970	1.0
PA14_38950	1.0
PA14_38930	6.0
PA14_38920	6.0
PA14_38910	1.0
PA14_38900	1.0
PA14_38880	6.0
PA14_38860	6.0
PA14_38850	6.0
PA14_38840	6.0
PA14_38820	6.0
PA14_38800	6.0
PA14_38790	6.0
PA14_38780	10.0
PA14_38770	1.0
PA14_38750	1.0
PA14_38740	1.0
PA14_38730	1.0
PA14_38720	11.0
PA14_38710	16.0
PA14_38700	4.0
PA14_38690	1.0
PA14_38680	4.0
PA14_38660	5.0
PA14_38640	5.0
PA14_38630	5.0
PA14_38610	5.0
PA14_38590	22.0
PA14_38580	11.0
PA14_38570	1.0
PA14_38560	1.0
PA14_38550	5.0
PA14_38530	5.0
PA14_38510	5.0
PA14_38500	1.0
PA14_38490	5.0
PA14_38480	5.0
PA14_38470	5.0
PA14_38460	5.0
PA14_38440	5.0
PA14_38430	1.0
PA14_38420	1.0
PA14_38410	1.0
PA14_38380	1.0
PA14_38370	3.0
PA14_38360	38.0
PA14_38350	8.0
PA14_38340	26.0
PA14_38330	0.0
PA14_38320	26.0
PA14_38310	16.0
PA14_38300	6.0
PA14_38290	22.0
PA14_38270	22.0
PA14_38260	22.0
PA14_38250	11.0
PA14_38220	33.0
PA14_38210	33.0
PA14_38200	16.0
PA14_38190	6.0
PA14_38180	38.0
PA14_38170	1.0
PA14_38160	1.0
PA14_38140	50.0
PA14_38130	1.0
PA14_38110	31.0
PA14_38090	1.0
PA14_38080	41.0
PA14_38060	4.0
PA14_38050	1.0
PA14_38040	1.0
PA14_38020	1.0
PA14_38010	1.0
PA14_38000	4.0
PA14_37990	37.0
PA14_37980	37.0
PA14_37950	1.0
PA14_37940	1.0
PA14_37910	1.0
PA14_37900	1.0
PA14_37880	1.0
PA14_37870	1.0
PA14_37850	1.0
PA14_37840	1.0
PA14_37830	37.0
PA14_37820	1.0
PA14_37810	1.0
PA14_37790	1.0
PA14_37780	25.0
PA14_37770	25.0
PA14_37760	25.0
PA14_37730	1.0
PA14_37710	3.0
PA14_37690	3.0
PA14_37680	1.0
PA14_37670	6.0
PA14_37660	1.0
PA14_37650	1.0
PA14_37640	1.0
PA14_37630	1.0
PA14_37610	1.0
PA14_37590	9.0
PA14_37580	1.0
PA14_37570	37.0
PA14_37560	37.0
PA14_37550	37.0
PA14_37530	37.0
PA14_37520	1.0
PA14_37510	1.0
PA14_37490	1.0
PA14_37470	1.0
PA14_37460	1.0
PA14_37440	1.0
PA14_37430	37.0
PA14_37420	1.0
PA14_37410	1.0
PA14_37400	1.0
PA14_37380	1.0
PA14_37370	1.0
PA14_37360	1.0
PA14_37350	13.0
PA14_37340	13.0
PA14_37320	1.0
PA14_37310	1.0
PA14_37290	1.0
PA14_37270	1.0
PA14_37260	1.0
PA14_37250	1.0
PA14_37220	1.0
PA14_37210	1.0
PA14_37200	1.0
PA14_37190	16.0
PA14_37170	16.0
PA14_37150	42.0
PA14_37140	1.0
PA14_37130	4.0
PA14_37120	4.0
PA14_37100	1.0
PA14_37090	1.0
PA14_37080	30.0
PA14_37070	30.0
PA14_37060	1.0
PA14_37040	1.0
PA14_37030	1.0
PA14_37010	1.0
PA14_37000	1.0
PA14_36990	1.0
PA14_36980	13.0
PA14_36960	1.0
PA14_36940	6.0
PA14_36930	1.0
PA14_36920	13.0
PA14_36910	1.0
PA14_36900	13.0
PA14_36890	13.0
PA14_36880	13.0
PA14_36870	13.0
PA14_36860	13.0
PA14_36850	13.0
PA14_36840	13.0
PA14_36830	13.0
PA14_36820	13.0
PA14_36810	13.0
PA14_36790	13.0
PA14_36780	13.0
PA14_36770	13.0
PA14_36760	13.0
PA14_36740	13.0
PA14_36730	13.0
PA14_36710	13.0
PA14_36700	1.0
PA14_36690	1.0
PA14_36680	1.0
PA14_36670	13.0
PA14_36660	13.0
PA14_36650	13.0
PA14_36630	13.0
PA14_36620	13.0
PA14_36590	13.0
PA14_36580	13.0
PA14_36570	13.0
PA14_36560	13.0
PA14_36550	1.0
PA14_36540	1.0
PA14_36530	13.0
PA14_36520	13.0
PA14_36500	13.0
PA14_36490	13.0
PA14_36480	13.0
PA14_36470	19.0
PA14_36460	13.0
PA14_36450	13.0
PA14_36420	29.0
PA14_36410	13.0
PA14_36400	1.0
PA14_36390	1.0
PA14_36370	1.0
PA14_36360	47.0
PA14_36350	47.0
PA14_36330	22.0
PA14_36320	5.0
PA14_36310	5.0
PA14_36300	23.0
PA14_36290	3.0
PA14_36280	1.0
PA14_36270	3.0
PA14_36260	1.0
PA14_36250	1.0
PA14_36230	1.0
PA14_36220	1.0
PA14_36200	37.0
PA14_36190	1.0
PA14_36180	1.0
PA14_36170	1.0
PA14_36150	1.0
PA14_36130	6.0
PA14_36120	1.0
PA14_36110	1.0
PA14_36100	1.0
PA14_36090	1.0
PA14_36080	1.0
PA14_36070	1.0
PA14_36060	1.0
PA14_36050	1.0
PA14_36030	1.0
PA14_36020	1.0
PA14_36010	1.0
PA14_36000	1.0
PA14_35990	1.0
PA14_35980	1.0
PA14_35970	1.0
PA14_35950	1.0
PA14_35940	1.0
PA14_35930	1.0
PA14_35920	4.0
PA14_35900	49.0
PA14_35890	1.0
PA14_35880	19.0
PA14_35860	19.0
PA14_35850	10.0
PA14_35840	23.0
PA14_35830	3.0
PA14_35820	17.0
PA14_35810	36.0
PA14_35800	35.0
PA14_35790	35.0
PA14_35780	35.0
PA14_35770	35.0
PA14_35760	35.0
PA14_35750	10.0
PA14_35740	3.0
PA14_35730	1.0
PA14_35720	10.0
PA14_35710	9.0
PA14_35700	55.0
PA14_35690	1.0
PA14_35680	1.0
PA14_35670	1.0
PA14_35650	1.0
PA14_35640	1.0
PA14_35630	1.0
PA14_35620	1.0
PA14_35600	1.0
PA14_35590	1.0
PA14_35570	1.0
PA14_35550	1.0
PA14_35540	3.0
PA14_35530	22.0
PA14_35520	22.0
PA14_35500	22.0
PA14_35490	22.0
PA14_35470	1.0
PA14_35460	21.0
PA14_35440	1.0
PA14_35430	1.0
PA14_35420	1.0
PA14_35400	1.0
PA14_35390	1.0
PA14_35380	1.0
PA14_35370	46.0
PA14_35360	46.0
PA14_35340	46.0
PA14_35330	46.0
PA14_35320	46.0
PA14_35300	46.0
PA14_35290	46.0
PA14_35270	46.0
PA14_35250	11.0
PA14_35240	1.0
PA14_35230	1.0
PA14_35210	7.0
PA14_35200	1.0
PA14_35190	1.0
PA14_35170	16.0
PA14_35160	41.0
PA14_35150	1.0
PA14_35140	1.0
PA14_35130	62.0
PA14_35110	1.0
PA14_35100	1.0
PA14_35080	1.0
PA14_35070	1.0
PA14_35060	1.0
PA14_35050	61.0
PA14_35040	61.0
PA14_35030	61.0
PA14_35020	61.0
PA14_35010	61.0
PA14_35000	61.0
PA14_34990	1.0
PA14_34970	10.0
PA14_34960	0.0
PA14_34940	1.0
PA14_34930	1.0
PA14_34920	1.0
PA14_34900	49.0
PA14_34880	22.0
PA14_34870	22.0
PA14_34850	22.0
PA14_34840	22.0
PA14_34830	25.0
PA14_34820	22.0
PA14_34810	22.0
PA14_34800	1.0
PA14_34790	37.0
PA14_34780	37.0
PA14_34770	37.0
PA14_34750	37.0
PA14_34740	37.0
PA14_34730	37.0
PA14_34720	4.0
PA14_34710	1.0
PA14_34700	1.0
PA14_34690	1.0
PA14_34680	1.0
PA14_34670	11.0
PA14_34660	46.0
PA14_34640	46.0
PA14_34630	46.0
PA14_34610	46.0
PA14_34600	46.0
PA14_34580	1.0
PA14_34550	1.0
PA14_34540	37.0
PA14_34520	5.0
PA14_34510	5.0
PA14_34500	5.0
PA14_34490	5.0
PA14_34460	5.0
PA14_34450	1.0
PA14_34440	1.0
PA14_34420	1.0
PA14_34410	1.0
PA14_34390	1.0
PA14_34370	1.0
PA14_34360	1.0
PA14_34350	1.0
PA14_34340	1.0
PA14_34330	25.0
PA14_34320	52.0
PA14_34300	52.0
PA14_34290	52.0
PA14_34280	52.0
PA14_34270	52.0
PA14_34260	52.0
PA14_34250	1.0
PA14_34230	1.0
PA14_34210	52.0
PA14_34200	52.0
PA14_34190	52.0
PA14_34180	52.0
PA14_34170	1.0
PA14_34150	37.0
PA14_34140	10.0
PA14_34130	1.0
PA14_34110	3.0
PA14_34100	3.0
PA14_34080	10.0
PA14_34070	10.0
PA14_34050	10.0
PA14_34030	10.0
PA14_34020	10.0
PA14_34010	1.0
PA14_34000	1.0
PA14_33990	1.0
PA14_33980	6.0
PA14_33970	6.0
PA14_33960	1.0
PA14_33940	1.0
PA14_33930	4.0
PA14_33920	1.0
PA14_33910	44.0
PA14_33900	51.0
PA14_33890	51.0
PA14_33880	4.0
PA14_33870	22.0
PA14_33860	11.0
PA14_33840	33.0
PA14_33830	33.0
PA14_33820	44.0
PA14_33810	44.0
PA14_33800	44.0
PA14_33780	33.0
PA14_33770	44.0
PA14_33760	44.0
PA14_33750	44.0
PA14_33740	44.0
PA14_33730	44.0
PA14_33720	44.0
PA14_33710	44.0
PA14_33700	44.0
PA14_33690	44.0
PA14_33680	44.0
PA14_33650	44.0
PA14_33630	44.0
PA14_33610	44.0
PA14_33600	33.0
PA14_33590	33.0
PA14_33580	33.0
PA14_33570	33.0
PA14_33560	33.0
PA14_33550	33.0
PA14_33540	4.0
PA14_33530	33.0
PA14_33520	44.0
PA14_33510	44.0
PA14_33500	44.0
PA14_33480	25.0
PA14_33460	22.0
PA14_33450	13.0
PA14_33440	1.0
PA14_33430	1.0
PA14_33420	1.0
PA14_33410	1.0
PA14_33380	1.0
PA14_33370	1.0
PA14_33360	55.0
PA14_33350	59.0
PA14_33340	9.0
PA14_33330	5.0
PA14_33320	5.0
PA14_33310	60.0
PA14_33300	5.0
PA14_33290	16.0
PA14_33280	44.0
PA14_33270	44.0
PA14_33260	44.0
PA14_33250	44.0
PA14_33240	38.0
PA14_33230	1.0
PA14_33220	1.0
PA14_33200	1.0
PA14_33190	1.0
PA14_33170	0.0
PA14_33160	13.0
PA14_33150	49.0
PA14_33130	3.0
PA14_33120	40.0
PA14_33110	1.0
PA14_33080	1.0
PA14_33070	1.0
PA14_33060	1.0
PA14_33050	1.0
PA14_33040	5.0
PA14_33030	10.0
PA14_33010	5.0
PA14_33000	5.0
PA14_32970	1.0
PA14_32950	22.0
PA14_32940	1.0
PA14_32930	44.0
PA14_32890	43.0
PA14_32880	1.0
PA14_32860	40.0
PA14_32850	1.0
PA14_32840	1.0
PA14_32830	6.0
PA14_32820	55.0
PA14_32810	1.0
PA14_32790	12.0
PA14_32780	12.0
PA14_32770	32.0
PA14_32750	1.0
PA14_32740	1.0
PA14_32720	33.0
PA14_32710	33.0
PA14_32700	1.0
PA14_32690	1.0
PA14_32670	1.0
PA14_32660	1.0
PA14_32650	1.0
PA14_32640	1.0
PA14_32630	10.0
PA14_32610	11.0
PA14_32600	1.0
PA14_32590	1.0
PA14_32580	1.0
PA14_32570	1.0
PA14_32540	1.0
PA14_32530	1.0
PA14_32520	41.0
PA14_32500	4.0
PA14_32490	19.0
PA14_32480	19.0
PA14_32470	62.0
PA14_32460	1.0
PA14_32450	1.0
PA14_32440	1.0
PA14_32420	51.0
PA14_32410	7.0
PA14_32400	51.0
PA14_32390	51.0
PA14_32380	51.0
PA14_32370	1.0
PA14_32360	1.0
PA14_32350	1.0
PA14_32340	1.0
PA14_32330	11.0
PA14_32310	35.0
PA14_32290	16.0
PA14_32300	1.0
PA14_32280	25.0
PA14_32270	42.0
PA14_32250	4.0
PA14_32240	1.0
PA14_32230	1.0
PA14_32220	1.0
PA14_32200	1.0
PA14_32190	1.0
PA14_32160	1.0
PA14_32150	57.0
PA14_32140	1.0
PA14_32130	1.0
PA14_32110	1.0
PA14_32100	1.0
PA14_32080	1.0
PA14_32060	1.0
PA14_31990	1.0
PA14_31970	1.0
PA14_31960	4.0
PA14_31950	4.0
PA14_31930	4.0
PA14_31920	1.0
PA14_31900	1.0
PA14_31890	1.0
PA14_31870	3.0
PA14_31850	1.0
PA14_31840	1.0
PA14_31820	44.0
PA14_31810	22.0
PA14_31800	9.0
PA14_31780	1.0
PA14_31770	1.0
PA14_31760	1.0
PA14_31750	1.0
PA14_31740	1.0
PA14_31730	1.0
PA14_31720	20.0
PA14_31700	1.0
PA14_31690	7.0
PA14_31680	21.0
PA14_31660	16.0
PA14_31650	28.0
PA14_31640	6.0
PA14_31630	1.0
PA14_31620	1.0
PA14_31610	14.0
PA14_31580	1.0
PA14_31560	1.0
PA14_31540	5.0
PA14_31530	5.0
PA14_31510	5.0
PA14_31500	5.0
PA14_31480	41.0
PA14_31470	50.0
PA14_31460	1.0
PA14_31450	16.0
PA14_31440	3.0
PA14_31430	1.0
PA14_31420	4.0
PA14_31400	24.0
PA14_31390	10.0
PA14_31380	16.0
PA14_31370	25.0
PA14_31360	25.0
PA14_31350	25.0
PA14_31340	6.0
PA14_31330	1.0
PA14_31310	4.0
PA14_31300	3.0
PA14_31290	38.0
PA14_31280	41.0
PA14_31270	49.0
PA14_31260	1.0
PA14_31250	1.0
PA14_31240	62.0
PA14_31230	1.0
PA14_31220	3.0
PA14_31200	1.0
PA14_31190	1.0
PA14_31180	57.0
PA14_31170	1.0
PA14_31160	4.0
PA14_31150	16.0
PA14_31130	1.0
PA14_31110	1.0
PA14_31100	1.0
PA14_31090	1.0
PA14_31080	1.0
PA14_31070	1.0
PA14_31060	4.0
PA14_31050	4.0
PA14_31040	4.0
PA14_31030	4.0
PA14_31010	4.0
PA14_31000	4.0
PA14_30990	4.0
PA14_30980	4.0
PA14_30970	4.0
PA14_30960	1.0
PA14_30950	1.0
PA14_30940	1.0
PA14_30930	1.0
PA14_30910	1.0
PA14_30900	1.0
PA14_30890	1.0
PA14_30880	1.0
PA14_30870	1.0
PA14_30860	1.0
PA14_30850	1.0
PA14_30840	17.0
PA14_30830	17.0
PA14_30820	17.0
PA14_30810	14.0
PA14_30800	1.0
PA14_30790	1.0
PA14_30770	1.0
PA14_30760	1.0
PA14_30750	7.0
PA14_30740	1.0
PA14_30730	32.0
PA14_30710	40.0
PA14_30700	1.0
PA14_30690	6.0
PA14_30670	9.0
PA14_30660	54.0
PA14_30650	25.0
PA14_30630	5.0
PA14_30620	25.0
PA14_30600	1.0
PA14_30590	1.0
PA14_30580	25.0
PA14_30570	25.0
PA14_30560	37.0
PA14_30550	37.0
PA14_30540	1.0
PA14_30520	1.0
PA14_30500	37.0
PA14_30490	37.0
PA14_30470	6.0
PA14_30460	37.0
PA14_30450	1.0
PA14_30440	1.0
PA14_30430	1.0
PA14_30410	16.0
PA14_30400	40.0
PA14_30390	17.0
PA14_30380	23.0
PA14_30370	23.0
PA14_30360	23.0
PA14_30350	1.0
PA14_30340	2.0
PA14_30330	18.0
PA14_30320	9.0
PA14_30310	34.0
PA14_30290	18.0
PA14_30280	28.0
PA14_30270	26.0
PA14_30260	17.0
PA14_30240	43.0
PA14_30230	17.0
PA14_30210	19.0
PA14_30200	17.0
PA14_30190	5.0
PA14_30180	28.0
PA14_30160	1.0
PA14_30150	36.0
PA14_30140	48.0
PA14_30130	1.0
PA14_30110	36.0
PA14_30100	12.0
PA14_30090	14.0
PA14_30080	14.0
PA14_30070	17.0
PA14_30050	42.0
PA14_30040	38.0
PA14_30030	1.0
PA14_30020	9.0
PA14_30010	2.0
PA14_29990	15.0
PA14_29980	15.0
PA14_29970	15.0
PA14_29940	15.0
PA14_29930	15.0
PA14_29920	15.0
PA14_29900	15.0
PA14_29890	15.0
PA14_29880	15.0
PA14_29860	15.0
PA14_29850	15.0
PA14_29830	1.0
PA14_29820	24.0
PA14_29800	24.0
PA14_29770	43.0
PA14_29760	24.0
PA14_29750	1.0
PA14_29740	1.0
PA14_29730	1.0
PA14_29720	1.0
PA14_29710	1.0
PA14_29690	1.0
PA14_29680	4.0
PA14_29660	4.0
PA14_29650	4.0
PA14_29640	4.0
PA14_29620	40.0
PA14_29600	9.0
PA14_29590	43.0
PA14_29570	1.0
PA14_29560	1.0
PA14_29550	1.0
PA14_29540	1.0
PA14_29530	1.0
PA14_29520	1.0
PA14_29510	1.0
PA14_29500	1.0
PA14_29490	6.0
PA14_29480	6.0
PA14_29470	14.0
PA14_29460	1.0
PA14_29440	1.0
PA14_29420	1.0
PA14_29410	1.0
PA14_29400	1.0
PA14_29390	28.0
PA14_29360	33.0
PA14_29350	1.0
PA14_29340	1.0
PA14_29330	10.0
PA14_29320	1.0
PA14_29300	1.0
PA14_29290	1.0
PA14_29280	13.0
PA14_29270	1.0
PA14_29260	6.0
PA14_29250	1.0
PA14_29240	1.0
PA14_29230	22.0
PA14_29220	1.0
PA14_29210	1.0
PA14_29200	1.0
PA14_29190	32.0
PA14_29180	1.0
PA14_29160	23.0
PA14_29150	26.0
PA14_29130	5.0
PA14_29120	13.0
PA14_29110	50.0
PA14_29100	39.0
PA14_29090	1.0
PA14_29070	1.0
PA14_29060	11.0
PA14_29050	1.0
PA14_29040	1.0
PA14_29030	1.0
PA14_29020	25.0
PA14_29010	11.0
PA14_29000	1.0
PA14_28990	1.0
PA14_28980	1.0
PA14_28970	33.0
PA14_28960	10.0
PA14_28950	6.0
PA14_28940	6.0
PA14_28930	1.0
PA14_28920	32.0
PA14_28910	1.0
PA14_28880	1.0
PA14_28870	5.0
PA14_28850	23.0
PA14_28840	5.0
PA14_28830	5.0
PA14_28820	23.0
PA14_28810	23.0
PA14_28800	3.0
PA14_28790	3.0
PA14_28780	3.0
PA14_28770	3.0
PA14_28760	3.0
PA14_28750	55.0
PA14_28730	40.0
PA14_28720	55.0
PA14_28710	40.0
PA14_28690	27.0
PA14_28680	27.0
PA14_28670	27.0
PA14_28660	34.0
PA14_28650	34.0
PA14_28630	20.0
PA14_28620	4.0
PA14_28610	19.0
PA14_28600	29.0
PA14_28590	3.0
PA14_28580	9.0
PA14_28570	19.0
PA14_28560	19.0
PA14_28540	38.0
PA14_28530	29.0
PA14_28520	41.0
PA14_28510	1.0
PA14_28500	30.0
PA14_28490	30.0
PA14_28470	4.0
PA14_28460	3.0
PA14_28450	3.0
PA14_28440	4.0
PA14_28430	1.0
PA14_28420	1.0
PA14_28410	19.0
PA14_28400	12.0
PA14_28390	1.0
PA14_28380	1.0
PA14_28370	1.0
PA14_28360	4.0
PA14_28350	49.0
PA14_28340	8.0
PA14_28330	3.0
PA14_28320	1.0
PA14_28310	1.0
PA14_28300	1.0
PA14_28290	1.0
PA14_28280	7.0
PA14_28260	17.0
PA14_28250	41.0
PA14_28240	28.0
PA14_28230	13.0
PA14_28220	13.0
PA14_28210	32.0
PA14_28200	21.0
PA14_28180	50.0
PA14_28170	3.0
PA14_28150	49.0
PA14_28140	17.0
PA14_28130	4.0
PA14_28120	3.0
PA14_28110	1.0
PA14_28100	1.0
PA14_28090	1.0
PA14_28080	1.0
PA14_28070	1.0
PA14_28060	16.0
PA14_28050	24.0
PA14_28040	1.0
PA14_28030	19.0
PA14_28020	1.0
PA14_28010	1.0
PA14_28000	32.0
PA14_27990	6.0
PA14_27980	36.0
PA14_27960	50.0
PA14_27950	55.0
PA14_27940	18.0
PA14_27930	17.0
PA14_27920	43.0
PA14_27910	3.0
PA14_27900	1.0
PA14_27890	38.0
PA14_27880	38.0
PA14_27870	50.0
PA14_27850	1.0
PA14_27840	1.0
PA14_27830	4.0
PA14_27810	3.0
PA14_27800	1.0
PA14_27780	53.0
PA14_27770	53.0
PA14_27740	14.0
PA14_27730	29.0
PA14_27720	40.0
PA14_27710	3.0
PA14_27700	1.0
PA14_27690	0.0
PA14_27680	0.0
PA14_27660	0.0
PA14_27650	0.0
PA14_27640	0.0
PA14_27630	0.0
PA14_27590	1.0
PA14_27580	39.0
PA14_27570	26.0
PA14_27560	18.0
PA14_27550	1.0
PA14_27530	42.0
PA14_27520	42.0
PA14_27510	27.0
PA14_27500	43.0
PA14_27490	7.0
PA14_27480	53.0
PA14_27470	1.0
PA14_27460	39.0
PA14_27450	1.0
PA14_27440	6.0
PA14_27430	1.0
PA14_27420	1.0
PA14_27410	1.0
PA14_27400	1.0
PA14_27390	1.0
PA14_27370	43.0
PA14_27360	1.0
PA14_27350	1.0
PA14_27330	1.0
PA14_27310	1.0
PA14_27290	1.0
PA14_27280	1.0
PA14_27270	1.0
PA14_27250	1.0
PA14_27230	1.0
PA14_27220	51.0
PA14_27210	27.0
PA14_27200	1.0
PA14_27180	28.0
PA14_27170	26.0
PA14_27160	11.0
PA14_27150	14.0
PA14_27140	14.0
PA14_27130	7.0
PA14_27120	8.0
PA14_27110	1.0
PA14_27100	1.0
PA14_27090	1.0
PA14_27070	35.0
PA14_27050	1.0
PA14_27020	1.0
PA14_27000	24.0
PA14_26990	38.0
PA14_26980	24.0
PA14_26970	24.0
PA14_26960	11.0
PA14_26940	1.0
PA14_26930	1.0
PA14_26920	1.0
PA14_26910	1.0
PA14_26890	7.0
PA14_26880	1.0
PA14_26870	1.0
PA14_26860	48.0
PA14_26850	1.0
PA14_26830	38.0
PA14_26810	38.0
PA14_26780	41.0
PA14_26770	1.0
PA14_26760	1.0
PA14_26750	1.0
PA14_26730	1.0
PA14_26720	1.0
PA14_26700	1.0
PA14_26690	1.0
PA14_26670	1.0
PA14_26650	1.0
PA14_26640	1.0
PA14_26620	23.0
PA14_26610	1.0
PA14_26600	29.0
PA14_26590	16.0
PA14_26580	1.0
PA14_26570	0.0
PA14_26560	48.0
PA14_26550	18.0
PA14_26540	21.0
PA14_26530	1.0
PA14_26510	1.0
PA14_26500	1.0
PA14_26480	1.0
PA14_26470	1.0
PA14_26460	1.0
PA14_26450	1.0
PA14_26420	1.0
PA14_26400	1.0
PA14_26390	1.0
PA14_26360	16.0
PA14_26350	22.0
PA14_26340	14.0
PA14_26330	1.0
PA14_26310	1.0
PA14_26300	16.0
PA14_26280	24.0
PA14_26270	1.0
PA14_26260	1.0
PA14_26240	1.0
PA14_26230	1.0
PA14_26220	1.0
PA14_26210	1.0
PA14_26200	1.0
PA14_26190	41.0
PA14_26160	1.0
PA14_26150	1.0
PA14_26140	1.0
PA14_26130	1.0
PA14_26110	1.0
PA14_26090	1.0
PA14_26080	6.0
PA14_26070	1.0
PA14_26060	16.0
PA14_26050	1.0
PA14_26020	10.0
PA14_26010	1.0
PA14_26000	1.0
PA14_25990	1.0
PA14_25980	1.0
PA14_25970	1.0
PA14_25960	14.0
PA14_25940	4.0
PA14_25930	1.0
PA14_25920	1.0
PA14_25910	1.0
PA14_25900	20.0
PA14_25880	5.0
PA14_25860	9.0
PA14_25840	42.0
PA14_25830	1.0
PA14_25820	1.0
PA14_25810	7.0
PA14_25800	43.0
PA14_25790	11.0
PA14_25780	48.0
PA14_25770	2.0
PA14_25760	12.0
PA14_25740	48.0
PA14_25730	36.0
PA14_25710	2.0
PA14_25690	20.0
PA14_25670	20.0
PA14_25660	20.0
PA14_25650	20.0
PA14_25640	31.0
PA14_25630	43.0
PA14_25620	27.0
PA14_25610	6.0
PA14_25600	8.0
PA14_25590	34.0
PA14_25580	6.0
PA14_25560	34.0
PA14_25550	48.0
PA14_25540	2.0
PA14_25530	15.0
PA14_25520	31.0
PA14_25510	41.0
PA14_25500	12.0
PA14_25490	2.0
PA14_25480	1.0
PA14_25470	40.0
PA14_25450	2.0
PA14_25440	48.0
PA14_25420	11.0
PA14_25430	36.0
PA14_25410	9.0
PA14_25400	9.0
PA14_25390	15.0
PA14_25370	9.0
PA14_25360	18.0
PA14_25350	18.0
PA14_25340	15.0
PA14_25330	2.0
PA14_25320	15.0
PA14_25280	36.0
PA14_25270	31.0
PA14_25250	12.0
PA14_25230	8.0
PA14_25220	28.0
PA14_25210	9.0
PA14_25180	42.0
PA14_25160	62.0
PA14_25150	62.0
PA14_25140	4.0
PA14_25130	3.0
PA14_25110	3.0
PA14_25100	42.0
PA14_25090	42.0
PA14_25080	42.0
PA14_25060	1.0
PA14_25050	1.0
PA14_25040	17.0
PA14_25030	1.0
PA14_25020	36.0
PA14_25000	9.0
PA14_24990	32.0
PA14_24980	5.0
PA14_24970	29.0
PA14_24960	1.0
PA14_24950	1.0
PA14_24940	1.0
PA14_24920	1.0
PA14_24910	39.0
PA14_24900	12.0
PA14_24890	1.0
PA14_24880	13.0
PA14_24860	3.0
PA14_24850	21.0
PA14_24840	40.0
PA14_24830	1.0
PA14_24820	1.0
PA14_24810	1.0
PA14_24790	1.0
PA14_24780	1.0
PA14_24770	13.0
PA14_24760	29.0
PA14_24740	29.0
PA14_24730	50.0
PA14_24720	1.0
PA14_24710	6.0
PA14_24700	0.0
PA14_24690	7.0
PA14_24650	55.0
PA14_24640	8.0
PA14_24620	1.0
PA14_24630	26.0
PA14_24610	39.0
PA14_24600	1.0
PA14_24590	9.0
PA14_24580	1.0
PA14_24570	1.0
PA14_24560	1.0
PA14_24550	1.0
PA14_24530	1.0
PA14_24510	1.0
PA14_24500	1.0
PA14_24490	1.0
PA14_24480	1.0
PA14_24440	3.0
PA14_24430	1.0
PA14_24420	1.0
PA14_24410	1.0
PA14_24400	7.0
PA14_24390	1.0
PA14_24380	1.0
PA14_24370	23.0
PA14_24360	1.0
PA14_24350	1.0
PA14_24340	21.0
PA14_24330	1.0
PA14_24310	42.0
PA14_24300	32.0
PA14_24290	32.0
PA14_24270	50.0
PA14_24260	9.0
PA14_24240	21.0
PA14_24230	54.0
PA14_24220	2.0
PA14_24210	41.0
PA14_24190	1.0
PA14_24180	40.0
PA14_24170	42.0
PA14_24150	40.0
PA14_24140	1.0
PA14_24100	1.0
PA14_24080	5.0
PA14_24070	23.0
PA14_24060	23.0
PA14_24050	5.0
PA14_24040	5.0
PA14_24020	5.0
PA14_24010	23.0
PA14_23990	25.0
PA14_23980	25.0
PA14_23970	5.0
PA14_23950	48.0
PA14_23930	48.0
PA14_23920	12.0
PA14_23900	36.0
PA14_23890	20.0
PA14_23880	20.0
PA14_23860	20.0
PA14_23850	11.0
PA14_23840	18.0
PA14_23830	28.0
PA14_23810	9.0
PA14_23800	12.0
PA14_23790	0.0
PA14_23770	0.0
PA14_23760	0.0
PA14_23750	0.0
PA14_23730	16.0
PA14_23720	3.0
