	module id
PA14_51570	35.0
PA14_51560	35.0
PA14_51550	1.0
PA14_51540	55.0
PA14_51530	47.0
PA14_51520	47.0
PA14_51510	47.0
PA14_51500	6.0
PA14_51490	13.0
PA14_51480	6.0
PA14_51470	3.0
PA14_51460	6.0
PA14_51450	1.0
PA14_51440	0.0
PA14_51430	5.0
PA14_51420	5.0
PA14_51410	5.0
PA14_51390	5.0
PA14_51380	5.0
PA14_51360	5.0
PA14_51350	5.0
PA14_51340	60.0
PA14_51330	1.0
PA14_51320	8.0
PA14_51310	20.0
PA14_51300	20.0
PA14_51290	2.0
PA14_51280	2.0
PA14_51270	12.0
PA14_51260	28.0
PA14_51250	2.0
PA14_51240	15.0
PA14_51220	43.0
PA14_51200	62.0
PA14_51190	1.0
PA14_51170	1.0
PA14_51160	1.0
PA14_51150	1.0
PA14_51120	1.0
PA14_51110	1.0
PA14_51100	1.0
PA14_51090	1.0
PA14_51080	1.0
PA14_51070	1.0
PA14_51060	7.0
PA14_51050	3.0
PA14_51040	1.0
PA14_51020	62.0
PA14_51010	62.0
PA14_51000	21.0
PA14_50980	1.0
PA14_50970	39.0
PA14_50950	4.0
PA14_50940	1.0
PA14_50930	3.0
PA14_50920	11.0
PA14_50910	23.0
PA14_50900	9.0
PA14_50890	54.0
PA14_50880	25.0
PA14_50870	23.0
PA14_50860	49.0
PA14_50850	1.0
PA14_50840	7.0
PA14_50830	1.0
PA14_50820	54.0
PA14_50810	25.0
PA14_50800	30.0
PA14_50790	30.0
PA14_50770	26.0
PA14_50760	26.0
PA14_50750	26.0
PA14_50740	42.0
PA14_50730	14.0
PA14_50720	14.0
PA14_50710	14.0
PA14_50700	14.0
PA14_50690	54.0
PA14_50680	14.0
PA14_50670	21.0
PA14_50660	9.0
PA14_50650	9.0
PA14_50640	3.0
PA14_50630	8.0
PA14_50620	3.0
PA14_50610	1.0
PA14_50600	1.0
PA14_50590	32.0
PA14_50570	32.0
PA14_50560	18.0
PA14_50550	5.0
PA14_50540	18.0
PA14_50530	18.0
PA14_50520	5.0
PA14_50510	21.0
PA14_50500	30.0
PA14_50480	19.0
PA14_50470	19.0
PA14_50460	19.0
PA14_50450	19.0
PA14_50440	19.0
PA14_50430	19.0
PA14_50420	19.0
PA14_50410	54.0
PA14_50380	26.0
PA14_50360	15.0
PA14_50340	24.0
PA14_50330	24.0
PA14_50320	24.0
PA14_50310	24.0
PA14_50300	24.0
PA14_50290	24.0
PA14_50280	24.0
PA14_50270	24.0
PA14_50250	24.0
PA14_50240	24.0
PA14_50220	3.0
PA14_50200	48.0
PA14_50180	1.0
PA14_50160	24.0
PA14_50140	24.0
PA14_50130	54.0
PA14_50110	54.0
PA14_50100	54.0
PA14_50080	23.0
PA14_50070	4.0
PA14_50060	4.0
PA14_50050	1.0
PA14_50040	1.0
PA14_50030	1.0
PA14_50020	19.0
PA14_50010	14.0
PA14_50000	34.0
PA14_49990	4.0
PA14_49970	1.0
PA14_49960	41.0
PA14_49940	19.0
PA14_49930	1.0
PA14_49920	4.0
PA14_49910	17.0
PA14_49900	50.0
PA14_49890	49.0
PA14_49880	16.0
PA14_49870	39.0
PA14_49860	15.0
PA14_49850	58.0
PA14_49840	39.0
PA14_49820	1.0
PA14_49810	2.0
PA14_49800	51.0
PA14_49790	1.0
PA14_49780	1.0
PA14_49760	25.0
PA14_49750	4.0
PA14_49740	8.0
PA14_49730	1.0
PA14_49720	44.0
PA14_49710	16.0
PA14_49700	14.0
PA14_49690	14.0
PA14_49680	1.0
PA14_49660	1.0
PA14_49650	1.0
PA14_49640	1.0
PA14_49630	1.0
PA14_49620	1.0
PA14_49610	1.0
PA14_49590	1.0
PA14_49580	1.0
PA14_49570	1.0
PA14_49560	1.0
PA14_49540	39.0
PA14_49530	1.0
PA14_49520	44.0
PA14_49510	44.0
PA14_49500	1.0
PA14_49480	35.0
PA14_49470	28.0
PA14_49460	61.0
PA14_49440	1.0
PA14_49420	1.0
PA14_49410	55.0
PA14_49400	40.0
PA14_49390	1.0
PA14_49380	7.0
PA14_49360	1.0
PA14_49350	1.0
PA14_49340	1.0
PA14_49330	49.0
PA14_49320	17.0
PA14_49310	42.0
PA14_49300	42.0
PA14_49290	20.0
PA14_49280	1.0
PA14_49270	10.0
PA14_49260	10.0
PA14_49250	10.0
PA14_49230	10.0
PA14_49220	17.0
PA14_49210	41.0
PA14_49200	42.0
PA14_49180	42.0
PA14_49170	42.0
PA14_49160	41.0
PA14_49150	1.0
PA14_49130	21.0
PA14_49110	1.0
PA14_49100	1.0
PA14_49090	1.0
PA14_49080	1.0
PA14_49070	16.0
PA14_49060	19.0
PA14_49050	17.0
PA14_49040	1.0
PA14_49030	35.0
PA14_49020	55.0
PA14_49010	1.0
PA14_49000	1.0
PA14_48990	1.0
PA14_48980	1.0
PA14_48970	1.0
PA14_48960	1.0
PA14_48950	1.0
PA14_48940	1.0
PA14_48930	1.0
PA14_48920	1.0
PA14_48910	1.0
PA14_48900	1.0
PA14_48890	6.0
PA14_48880	10.0
PA14_48870	43.0
PA14_48860	2.0
PA14_48850	1.0
PA14_48840	1.0
PA14_48830	30.0
PA14_48810	35.0
PA14_48800	4.0
PA14_48790	28.0
PA14_48780	54.0
PA14_48770	1.0
PA14_48760	10.0
PA14_48750	1.0
PA14_48740	39.0
PA14_48730	1.0
PA14_48710	20.0
PA14_48700	20.0
PA14_48680	1.0
PA14_48660	1.0
PA14_48650	1.0
PA14_48640	1.0
PA14_48630	1.0
PA14_48620	1.0
PA14_48610	1.0
PA14_48600	1.0
PA14_48590	1.0
PA14_48570	1.0
PA14_48560	1.0
PA14_48550	1.0
PA14_48540	1.0
PA14_48530	1.0
PA14_48520	1.0
PA14_48510	1.0
PA14_48500	1.0
PA14_48490	1.0
PA14_48470	1.0
PA14_48460	1.0
PA14_48450	1.0
PA14_48440	1.0
PA14_48420	1.0
PA14_48410	1.0
PA14_48400	1.0
PA14_48390	1.0
PA14_48380	1.0
PA14_48350	1.0
PA14_48340	1.0
PA14_48330	1.0
PA14_48320	1.0
PA14_48310	1.0
PA14_48300	1.0
PA14_48280	1.0
PA14_48240	1.0
PA14_48230	1.0
PA14_48210	1.0
PA14_48200	1.0
PA14_48190	62.0
PA14_48170	1.0
PA14_48160	13.0
PA14_48150	0.0
PA14_48140	22.0
PA14_48100	25.0
PA14_48090	23.0
PA14_48060	5.0
PA14_48040	22.0
PA14_48030	26.0
PA14_48020	1.0
PA14_48010	1.0
PA14_48000	1.0
PA14_47970	1.0
PA14_47960	1.0
PA14_47950	1.0
PA14_47940	1.0
PA14_47930	1.0
PA14_47920	1.0
PA14_47910	1.0
PA14_47900	1.0
PA14_47890	9.0
PA14_47880	1.0
PA14_47870	1.0
PA14_47860	1.0
PA14_47850	1.0
PA14_47840	1.0
PA14_47820	1.0
PA14_47810	1.0
PA14_47800	7.0
PA14_47790	7.0
PA14_47760	1.0
PA14_47750	1.0
PA14_47730	1.0
PA14_47720	1.0
PA14_47690	1.0
PA14_47680	1.0
PA14_47670	1.0
PA14_47660	1.0
PA14_47650	1.0
PA14_47640	6.0
PA14_47610	40.0
PA14_47600	1.0
PA14_47580	21.0
PA14_47560	1.0
PA14_47550	25.0
PA14_47540	28.0
PA14_47530	10.0
PA14_47520	1.0
PA14_47510	3.0
PA14_47500	39.0
PA14_47490	28.0
PA14_47460	1.0
PA14_47450	23.0
PA14_47440	4.0
PA14_47430	4.0
PA14_47420	4.0
PA14_47410	36.0
PA14_47400	33.0
PA14_47390	33.0
PA14_47380	1.0
PA14_47370	1.0
PA14_47360	1.0
PA14_47350	40.0
PA14_47340	14.0
PA14_47330	28.0
PA14_47320	16.0
PA14_47310	1.0
PA14_47300	1.0
PA14_47280	1.0
PA14_47270	1.0
PA14_47260	1.0
PA14_47250	1.0
PA14_47240	1.0
PA14_47230	1.0
PA14_47210	1.0
PA14_47190	1.0
PA14_47180	1.0
PA14_47160	1.0
PA14_47150	1.0
PA14_47140	1.0
PA14_47130	13.0
PA14_47120	29.0
PA14_47110	1.0
PA14_47100	1.0
PA14_47090	10.0
PA14_47080	1.0
PA14_47070	1.0
PA14_47060	14.0
PA14_47040	14.0
PA14_47030	14.0
PA14_47010	14.0
PA14_47000	1.0
PA14_46990	1.0
PA14_46980	1.0
PA14_46970	5.0
PA14_46960	5.0
PA14_46950	5.0
PA14_46930	5.0
PA14_46920	5.0
PA14_46910	5.0
PA14_46900	42.0
PA14_46890	42.0
PA14_46880	19.0
PA14_46860	1.0
PA14_46850	6.0
PA14_46840	3.0
PA14_46830	17.0
PA14_46820	17.0
PA14_46810	1.0
PA14_46800	1.0
PA14_46780	17.0
PA14_46770	49.0
PA14_46760	49.0
PA14_46750	41.0
PA14_46740	11.0
PA14_46720	16.0
PA14_46700	36.0
PA14_46710	1.0
PA14_46680	7.0
PA14_46670	1.0
PA14_46660	1.0
PA14_46650	1.0
PA14_46640	1.0
PA14_46630	1.0
PA14_46620	3.0
PA14_46610	3.0
PA14_46600	1.0
PA14_46590	1.0
PA14_46580	1.0
PA14_46570	0.0
PA14_46560	1.0
PA14_46550	3.0
PA14_46540	3.0
PA14_46530	3.0
PA14_46520	3.0
PA14_46510	3.0
PA14_46490	1.0
PA14_46480	1.0
PA14_46470	1.0
PA14_46460	55.0
PA14_46450	39.0
PA14_46440	16.0
PA14_46430	11.0
PA14_46420	1.0
PA14_46400	1.0
PA14_46390	1.0
PA14_46380	6.0
PA14_46370	1.0
PA14_46360	1.0
PA14_46340	1.0
PA14_46330	1.0
PA14_46320	1.0
PA14_46310	1.0
PA14_46300	1.0
PA14_46290	1.0
PA14_46280	13.0
PA14_46270	1.0
PA14_46260	1.0
PA14_46250	1.0
PA14_46240	49.0
PA14_46230	1.0
PA14_46220	1.0
PA14_46200	1.0
PA14_46180	1.0
PA14_46170	1.0
PA14_46160	40.0
PA14_46150	1.0
PA14_46140	1.0
PA14_46120	1.0
PA14_46110	1.0
PA14_46100	1.0
PA14_46080	1.0
PA14_46070	26.0
PA14_46060	1.0
PA14_46030	24.0
PA14_46020	1.0
PA14_46010	1.0
PA14_46000	1.0
PA14_45980	1.0
PA14_45970	30.0
PA14_45960	17.0
PA14_45950	17.0
PA14_45940	0.0
PA14_45930	1.0
PA14_45920	1.0
PA14_45910	1.0
PA14_45890	1.0
PA14_45880	1.0
PA14_45870	1.0
PA14_45850	41.0
PA14_45840	18.0
PA14_45830	19.0
PA14_45810	24.0
PA14_45800	23.0
PA14_45790	23.0
PA14_45780	26.0
PA14_45770	18.0
PA14_45760	23.0
PA14_45740	54.0
PA14_45720	1.0
PA14_45710	1.0
PA14_45700	1.0
PA14_45680	21.0
PA14_45660	19.0
PA14_45640	54.0
PA14_45630	24.0
PA14_45620	24.0
PA14_45610	24.0
PA14_45590	24.0
PA14_45580	24.0
PA14_45560	24.0
PA14_45540	24.0
PA14_45520	24.0
PA14_45510	41.0
PA14_45500	24.0
PA14_45480	24.0
PA14_45470	1.0
PA14_45460	1.0
PA14_45450	1.0
PA14_45440	1.0
PA14_45430	1.0
PA14_45410	24.0
PA14_45400	24.0
PA14_45380	14.0
PA14_45370	2.0
PA14_45350	2.0
PA14_45340	9.0
PA14_45330	54.0
PA14_45310	15.0
PA14_45300	18.0
PA14_45290	15.0
PA14_45280	9.0
PA14_45260	1.0
PA14_45250	1.0
PA14_45240	1.0
PA14_45210	1.0
PA14_45190	1.0
PA14_45180	1.0
PA14_45170	1.0
PA14_45150	1.0
PA14_45130	1.0
PA14_45120	1.0
PA14_45110	37.0
PA14_45100	1.0
PA14_45090	1.0
PA14_45070	1.0
PA14_45060	1.0
PA14_45050	1.0
PA14_45030	1.0
PA14_45020	1.0
PA14_45010	1.0
PA14_45000	1.0
PA14_44990	1.0
PA14_44980	36.0
PA14_44970	16.0
PA14_44960	1.0
PA14_44950	1.0
PA14_44930	3.0
PA14_44920	6.0
PA14_44910	59.0
PA14_44900	59.0
PA14_44890	57.0
PA14_44880	1.0
PA14_44860	1.0
PA14_44850	1.0
PA14_44840	1.0
PA14_44830	1.0
PA14_44820	55.0
PA14_44800	1.0
PA14_44780	11.0
PA14_44770	1.0
PA14_44760	1.0
PA14_44740	49.0
PA14_44710	1.0
PA14_44700	1.0
PA14_44690	4.0
PA14_44680	49.0
PA14_44670	9.0
PA14_44660	2.0
PA14_44650	2.0
PA14_44640	11.0
PA14_44630	9.0
PA14_44620	2.0
PA14_44610	48.0
PA14_44590	1.0
PA14_44580	1.0
PA14_44570	1.0
PA14_44560	3.0
PA14_44540	40.0
PA14_44530	62.0
PA14_44520	62.0
PA14_44510	40.0
PA14_44500	48.0
PA14_44490	8.0
PA14_44480	3.0
PA14_44470	30.0
PA14_44460	1.0
PA14_44450	54.0
PA14_44440	48.0
PA14_44430	15.0
PA14_44420	50.0
PA14_44400	15.0
PA14_44390	15.0
PA14_44380	31.0
PA14_44370	31.0
PA14_44360	30.0
PA14_44350	15.0
PA14_44340	30.0
PA14_44320	1.0
PA14_44300	24.0
PA14_44290	29.0
PA14_44280	7.0
PA14_44270	28.0
PA14_44260	1.0
PA14_44240	1.0
PA14_44230	1.0
PA14_44210	1.0
PA14_44200	1.0
PA14_44190	1.0
PA14_44180	1.0
PA14_44170	55.0
PA14_44160	16.0
PA14_44150	11.0
PA14_44140	43.0
PA14_44130	41.0
PA14_44120	49.0
PA14_44110	1.0
PA14_44100	1.0
PA14_44090	1.0
PA14_44080	29.0
PA14_44070	12.0
PA14_44060	31.0
PA14_44050	31.0
PA14_44030	15.0
PA14_44020	15.0
PA14_44010	15.0
PA14_44000	15.0
PA14_43970	15.0
PA14_43950	15.0
PA14_43940	15.0
PA14_43920	36.0
PA14_43910	20.0
PA14_43900	29.0
PA14_43890	21.0
PA14_43880	1.0
PA14_43870	1.0
PA14_43850	53.0
PA14_43840	3.0
PA14_43830	1.0
PA14_43820	26.0
PA14_43810	1.0
PA14_43790	26.0
PA14_43780	26.0
PA14_43770	1.0
PA14_43740	13.0
PA14_43760	30.0
PA14_43730	38.0
PA14_43720	24.0
PA14_43710	24.0
PA14_43690	20.0
PA14_43680	20.0
PA14_43670	20.0
PA14_43660	7.0
PA14_43650	1.0
PA14_43640	3.0
PA14_43630	39.0
PA14_43620	39.0
PA14_43610	16.0
PA14_43600	16.0
PA14_43580	1.0
PA14_43570	1.0
PA14_43550	14.0
PA14_43540	14.0
PA14_43530	14.0
PA14_43520	14.0
PA14_43510	3.0
PA14_43490	7.0
PA14_43480	1.0
PA14_43460	1.0
PA14_43440	1.0
PA14_43430	1.0
PA14_43420	19.0
PA14_43400	19.0
PA14_43380	19.0
PA14_43370	1.0
PA14_43350	1.0
PA14_43340	1.0
PA14_43320	7.0
PA14_43310	1.0
PA14_43300	1.0
PA14_43290	3.0
PA14_43280	23.0
PA14_43270	23.0
PA14_43250	16.0
PA14_43240	1.0
PA14_43230	1.0
PA14_43220	1.0
PA14_43200	1.0
PA14_43190	1.0
PA14_43180	1.0
PA14_43170	41.0
PA14_43160	1.0
PA14_43150	1.0
PA14_43140	1.0
PA14_43130	28.0
PA14_43110	15.0
PA14_43100	6.0
PA14_43090	4.0
PA14_43080	1.0
PA14_43070	59.0
PA14_43050	59.0
PA14_43040	59.0
PA14_43030	59.0
PA14_43020	59.0
PA14_43000	59.0
PA14_42990	59.0
PA14_42980	59.0
PA14_42970	59.0
PA14_42960	59.0
PA14_42950	59.0
PA14_42940	59.0
PA14_42920	59.0
PA14_42910	59.0
PA14_42900	59.0
PA14_42890	59.0
PA14_42880	1.0
PA14_42870	11.0
PA14_42860	35.0
PA14_42850	21.0
PA14_42840	1.0
PA14_42830	1.0
PA14_42820	28.0
PA14_42790	21.0
PA14_42780	24.0
PA14_42770	41.0
PA14_42760	48.0
PA14_42750	7.0
PA14_42740	34.0
PA14_42730	30.0
PA14_42720	39.0
PA14_42710	17.0
PA14_42700	11.0
PA14_42690	2.0
PA14_42680	2.0
PA14_42670	20.0
PA14_42660	47.0
PA14_42640	47.0
PA14_42630	47.0
PA14_42620	47.0
PA14_42610	47.0
PA14_42600	47.0
PA14_42580	47.0
PA14_42570	47.0
PA14_42550	47.0
PA14_42540	47.0
PA14_42530	47.0
PA14_42520	47.0
PA14_42510	47.0
PA14_42500	47.0
PA14_42490	47.0
PA14_42480	47.0
PA14_42470	47.0
PA14_42460	47.0
PA14_42450	47.0
PA14_42440	47.0
PA14_42430	47.0
PA14_42410	47.0
PA14_42400	47.0
PA14_42390	47.0
PA14_42380	47.0
PA14_42360	47.0
PA14_42350	47.0
PA14_42340	47.0
PA14_42320	47.0
PA14_42310	47.0
PA14_42300	47.0
PA14_42290	47.0
PA14_42280	47.0
PA14_42270	47.0
PA14_42260	47.0
PA14_42250	47.0
PA14_42230	1.0
PA14_42220	21.0
PA14_42200	17.0
PA14_42180	17.0
PA14_42160	56.0
PA14_42150	56.0
PA14_42140	56.0
PA14_42130	25.0
PA14_42120	19.0
PA14_42100	1.0
PA14_42090	42.0
PA14_42080	42.0
PA14_42060	1.0
PA14_42050	1.0
PA14_42030	1.0
PA14_42020	4.0
PA14_42010	3.0
PA14_42000	1.0
PA14_41990	61.0
PA14_41980	13.0
PA14_41970	30.0
PA14_41960	11.0
PA14_41950	42.0
PA14_41930	25.0
PA14_41920	12.0
PA14_41910	39.0
PA14_41900	16.0
PA14_41880	27.0
PA14_41870	3.0
PA14_41860	16.0
PA14_41840	1.0
PA14_41830	36.0
PA14_41820	1.0
PA14_41810	17.0
PA14_41800	10.0
PA14_41790	1.0
PA14_41780	1.0
PA14_41760	1.0
PA14_41750	1.0
PA14_41740	3.0
PA14_41730	2.0
PA14_41710	12.0
PA14_41690	12.0
PA14_41680	6.0
PA14_41670	15.0
PA14_41650	7.0
PA14_41640	16.0
PA14_41630	53.0
PA14_41610	20.0
PA14_41590	20.0
PA14_41570	34.0
PA14_41560	1.0
PA14_41540	56.0
PA14_41530	56.0
PA14_41520	56.0
PA14_41510	56.0
PA14_41500	22.0
PA14_41490	56.0
PA14_41480	56.0
PA14_41470	15.0
PA14_41450	4.0
PA14_41440	30.0
PA14_41430	36.0
PA14_41420	12.0
PA14_41400	41.0
PA14_41390	5.0
PA14_41380	15.0
PA14_41360	41.0
PA14_41350	36.0
PA14_41300	1.0
PA14_41290	6.0
PA14_41280	6.0
PA14_41270	6.0
PA14_41260	6.0
PA14_41250	27.0
PA14_41240	0.0
PA14_41230	3.0
PA14_41220	53.0
PA14_41210	18.0
PA14_41190	27.0
PA14_41170	15.0
PA14_41160	28.0
PA14_41150	15.0
PA14_41140	18.0
PA14_41130	15.0
PA14_41110	9.0
PA14_41090	28.0
PA14_41080	1.0
PA14_41070	14.0
PA14_41060	9.0
PA14_41050	2.0
PA14_41030	4.0
PA14_41020	5.0
PA14_41010	39.0
PA14_41000	1.0
PA14_40980	2.0
PA14_40960	54.0
PA14_40950	54.0
PA14_40940	1.0
PA14_40930	1.0
PA14_40910	1.0
PA14_40900	1.0
PA14_40890	1.0
PA14_40880	1.0
PA14_40860	1.0
PA14_40850	9.0
PA14_40840	19.0
PA14_40830	22.0
PA14_40820	11.0
PA14_40800	1.0
PA14_40790	1.0
PA14_40780	37.0
PA14_40770	37.0
PA14_40750	17.0
PA14_40740	16.0
PA14_40730	1.0
PA14_40710	53.0
PA14_40700	1.0
PA14_40690	1.0
PA14_40670	1.0
PA14_40660	1.0
PA14_40650	32.0
PA14_40640	7.0
PA14_40630	58.0
PA14_40620	1.0
PA14_40610	1.0
PA14_40600	1.0
PA14_40570	1.0
PA14_40560	29.0
PA14_40550	1.0
PA14_40540	1.0
PA14_40520	4.0
PA14_40510	4.0
PA14_40490	1.0
PA14_40470	21.0
PA14_40450	26.0
PA14_40440	1.0
PA14_40430	17.0
PA14_40420	16.0
PA14_40410	1.0
PA14_40390	52.0
PA14_40380	52.0
PA14_40370	40.0
PA14_40350	1.0
PA14_40340	28.0
PA14_40330	1.0
PA14_40320	1.0
PA14_40310	25.0
PA14_40300	13.0
PA14_40290	22.0
PA14_40280	22.0
PA14_40270	1.0
PA14_40260	25.0
PA14_40250	17.0
PA14_40240	3.0
PA14_40230	3.0
PA14_40220	16.0
PA14_40210	1.0
PA14_40200	10.0
PA14_40180	3.0
PA14_40170	14.0
PA14_40160	1.0
PA14_40150	1.0
PA14_40130	1.0
PA14_40120	1.0
PA14_40110	10.0
PA14_40100	3.0
PA14_40080	1.0
PA14_40070	1.0
PA14_40060	1.0
PA14_40050	1.0
